organism_full,list_tested_classes,count_tested_classes,isolate_count
Streptococcus agalactiae,"Cephalosporins, Macrolides, Tetracycline, Tetracyclines",4,1
Streptococcus agalactiae,"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides",4,1
Streptococcus agalactiae,"Fluoroquinolones, Lincosamides, Tetracycline, Tetracyclines",4,1
Streptococcus agalactiae,"Lincosamides, Phenicol, Tetracycline, Tetracyclines",4,1
Streptococcus agalactiae,"Macrolides, Phenicol, Tetracycline, Tetracyclines",4,1
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins",5,3141
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides",5,915
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Phenicol",5,460
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins",5,456
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins",5,428
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins",5,248
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",5,196
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",5,185
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines",5,182
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins",5,149
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",5,116
Streptococcus agalactiae,"Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",5,87
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Tetracycline, Tetracyclines",5,71
Streptococcus agalactiae,"Cephalosporins, Macrolides, Penicillins, Tetracycline, Tetracyclines",5,55
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Macrolides, Penicillins, Phenicol",5,45
Streptococcus agalactiae,"Cephalosporins, Lincosamides, Macrolides, Penicillins, Phenicol",5,45
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Lincosamides, Macrolides, Penicillins",5,33
Streptococcus agalactiae,"Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",5,29
Streptococcus agalactiae,"Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,28
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",5,24
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins",5,23
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Penicillins, Phenicol",5,17
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Phenicol",5,15
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Phenicol",5,14
Streptococcus agalactiae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Macrolides, Penicillins",5,12
Streptococcus agalactiae,"Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,12
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Phenicol",5,10
Streptococcus agalactiae,"Fluoroquinolones, Macrolides, Phenicol, Tetracycline, Tetracyclines",5,9
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Glycopeptides, Lincosamides, Penicillins",5,8
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins",5,8
Streptococcus agalactiae,"Cephalosporins, Lincosamides, Penicillins, Tetracycline, Tetracyclines",5,7
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Macrolides, Tetracycline, Tetracyclines",5,7
Streptococcus agalactiae,"Cephalosporins, Lincosamides, Macrolides, Tetracycline, Tetracyclines",5,6
Streptococcus agalactiae,"Fluoroquinolones, Lincosamides, Macrolides, Tetracycline, Tetracyclines",5,6
Streptococcus agalactiae,"Fluoroquinolones, Macrolides, Penicillins, Tetracycline, Tetracyclines",5,5
Streptococcus agalactiae,"Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",5,4
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Phenicol",5,3
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Penicillins, Phenicol",5,3
Streptococcus agalactiae,"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins",5,3
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Phenicol, Tetracycline, Tetracyclines",5,3
Streptococcus agalactiae,"Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Phenicol",5,3
Streptococcus agalactiae,"Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",5,3
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Penicillins",5,2
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Glycopeptides, Macrolides, Penicillins",5,2
Streptococcus agalactiae,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides",5,2
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",5,2
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins",5,2
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",5,2
Streptococcus agalactiae,"Aminoglycosides, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides",5,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides",5,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Lincosamides, Penicillins",5,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Glycopeptides, Lincosamides, Macrolides",5,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Glycopeptides, Penicillins, Phenicol",5,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Penicillins, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Carbapenems, Fluoroquinolones, Glycopeptides, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Carbapenems, Fluoroquinolones, Lincosamides, Macrolides, Phenicol",5,1
Streptococcus agalactiae,"Carbapenems, Fluoroquinolones, Lincosamides, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Carbapenems, Lincosamides, Macrolides, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides",5,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Penicillins",5,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Phenicol",5,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Lincosamides, Penicillins, Phenicol",5,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Macrolides, Penicillins, Phenicol",5,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Macrolides, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Macrolides, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Phenicol, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Cephalosporins, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins",5,1
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Phenicol",5,1
Streptococcus agalactiae,"Fluoroquinolones, Lincosamides, Phenicol, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Fluoroquinolones, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",5,1
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Lipoglycopeptides, Tetracycline, Tetracyclines",5,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins",6,2797
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",6,1355
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",6,395
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins",6,282
Streptococcus agalactiae,"Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,213
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",6,136
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Phenicol",6,128
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",6,101
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines",6,85
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",6,80
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",6,74
Streptococcus agalactiae,"Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,73
Streptococcus agalactiae,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins",6,53
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",6,42
Streptococcus agalactiae,"Cephalosporins, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",6,41
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",6,39
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,35
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines",6,34
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Phenicol",6,20
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Phenicol",6,19
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Tetracycline, Tetracyclines",6,18
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",6,18
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Tetracycline, Tetracyclines",6,17
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Phenicol",6,17
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,12
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,10
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",6,8
Streptococcus agalactiae,"Fluoroquinolones, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,8
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",6,7
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins",6,6
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins",6,6
Streptococcus agalactiae,"Cephalosporins, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,6
Streptococcus agalactiae,"Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",6,6
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",6,5
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Lincosamides, Macrolides, Tetracycline, Tetracyclines",6,4
Streptococcus agalactiae,"Cephalosporins, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,4
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins",6,3
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Tetracycline, Tetracyclines",6,3
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,3
Streptococcus agalactiae,"Cephalosporins, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,3
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines",6,2
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",6,2
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,2
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",6,2
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",6,2
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,2
Streptococcus agalactiae,"Aminoglycosides, Cephalosporins, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",6,1
Streptococcus agalactiae,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",6,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins",6,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Penicillins, Phenicol",6,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Phenicol",6,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Glycopeptides, Macrolides, Tetracycline, Tetracyclines",6,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Lincosamides, Macrolides, Penicillins, Phenicol",6,1
Streptococcus agalactiae,"Carbapenems, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",6,1
Streptococcus agalactiae,"Carbapenems, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",6,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Phenicol, Tetracycline, Tetracyclines",6,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Lincosamides, Penicillins, Tetracycline, Tetracyclines",6,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Macrolides, Penicillins, Tetracycline, Tetracyclines",6,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,1
Streptococcus agalactiae,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Phenicol",6,1
Streptococcus agalactiae,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol",6,1
Streptococcus agalactiae,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins",6,1
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Phenicol, Tetracycline, Tetracyclines",6,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",7,893
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",7,810
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",7,497
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins",7,238
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",7,123
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",7,99
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",7,69
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",7,66
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Phenicol, Tetracycline, Tetracyclines",7,55
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins",7,53
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",7,53
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines",7,39
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",7,30
Streptococcus agalactiae,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",7,30
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",7,25
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",7,20
