x_year,organism_full,Resistant_Drug_Classes,Count,Total_Samples,Percentage,MDR_id
2015,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, β-lactam combination agents",4,12880,0.03,M4-007
2015,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones",4,12880,0.03,M3-016
2015,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, β-lactam combination agents",3,12880,0.02,M3-022
2015,Acinetobacter baumannii,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",2,12880,0.02,M4-018
2015,Acinetobacter baumannii,"Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",2,12880,0.02,M3-033
2015,Acinetobacter baumannii,"Aminoglycosides, Folate pathway antagonists, β-lactam combination agents",1,12880,0.01,M3-014
2015,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, Folate pathway antagonists",1,12880,0.01,M3-020
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",8509,17439,48.79,M6-002
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",2078,17439,11.92,M5-003
2016,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",794,17439,4.55,M5-017
2016,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",707,17439,4.05,M4-023
2016,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Folate pathway antagonists",98,17439,0.56,M3-007
2016,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, β-lactam combination agents",82,17439,0.47,M3-028
2016,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",78,17439,0.45,M4-025
2016,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",61,17439,0.35,M4-011
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",55,17439,0.32,M5-005
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, β-lactam combination agents",55,17439,0.32,M4-004
2016,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists",48,17439,0.28,M3-026
2016,Acinetobacter baumannii,"Carbapenems, Cephalosporins, β-lactam combination agents",47,17439,0.27,M3-019
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",44,17439,0.25,M5-001
2016,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",39,17439,0.22,M5-012
2016,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists",39,17439,0.22,M3-017
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",27,17439,0.15,M5-008
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins",22,17439,0.13,M3-001
2016,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",21,17439,0.12,M4-021
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones",20,17439,0.11,M4-001
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists",20,17439,0.11,M4-002
2016,Acinetobacter baumannii,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists",19,17439,0.11,M3-010
2016,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones",16,17439,0.09,M3-006
2016,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",16,17439,0.09,M4-015
2016,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, β-lactam combination agents",16,17439,0.09,M3-022
2016,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, β-lactam combination agents",13,17439,0.07,M4-013
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists",11,17439,0.06,M4-005
2016,Acinetobacter baumannii,"Cephalosporins, Folate pathway antagonists, β-lactam combination agents",11,17439,0.06,M3-030
2016,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",10,17439,0.06,M4-032
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, β-lactam combination agents",8,17439,0.05,M3-005
2016,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones",8,17439,0.05,M3-016
2016,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, β-lactam combination agents",5,17439,0.03,M3-009
2016,Acinetobacter baumannii,"Carbapenems, Folate pathway antagonists, β-lactam combination agents",4,17439,0.02,M3-024
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, β-lactam combination agents",3,17439,0.02,M4-007
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Folate pathway antagonists",3,17439,0.02,M3-003
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones",2,17439,0.01,M3-002
2016,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Folate pathway antagonists, β-lactam combination agents",2,17439,0.01,M4-009
2016,Acinetobacter baumannii,"Aminoglycosides, Fluoroquinolones, β-lactam combination agents",1,17439,0.01,M3-012
2016,Acinetobacter baumannii,"Aminoglycosides, Folate pathway antagonists, β-lactam combination agents",1,17439,0.01,M3-014
2016,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",1,17439,0.01,M4-028
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",9950,21562,46.15,M6-002
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",2814,21562,13.05,M5-003
2017,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",1006,21562,4.67,M4-023
2017,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",740,21562,3.43,M5-017
2017,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Folate pathway antagonists",113,21562,0.52,M3-007
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",107,21562,0.5,M5-005
2017,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, β-lactam combination agents",100,21562,0.46,M4-013
2017,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",95,21562,0.44,M4-025
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, β-lactam combination agents",87,21562,0.4,M4-004
2017,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, β-lactam combination agents",84,21562,0.39,M3-028
2017,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists",74,21562,0.34,M3-026
2017,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",73,21562,0.34,M5-012
2017,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",66,21562,0.31,M4-011
2017,Acinetobacter baumannii,"Carbapenems, Cephalosporins, β-lactam combination agents",61,21562,0.28,M3-019
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists",57,21562,0.26,M4-002
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",56,21562,0.26,M5-008
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",44,21562,0.2,M5-001
2017,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones",44,21562,0.2,M3-006
2017,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists",42,21562,0.19,M3-017
2017,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",38,21562,0.18,M4-015
2017,Acinetobacter baumannii,"Carbapenems, Folate pathway antagonists, β-lactam combination agents",25,21562,0.12,M3-024
2017,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",23,21562,0.11,M4-032
2017,Acinetobacter baumannii,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists",22,21562,0.1,M3-010
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, β-lactam combination agents",21,21562,0.1,M3-005
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins",20,21562,0.09,M3-001
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones",16,21562,0.07,M4-001
2017,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",16,21562,0.07,M4-021
2017,Acinetobacter baumannii,"Cephalosporins, Folate pathway antagonists, β-lactam combination agents",13,21562,0.06,M3-030
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, β-lactam combination agents",12,21562,0.06,M4-007
2017,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones",12,21562,0.06,M3-016
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Folate pathway antagonists",11,21562,0.05,M3-003
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Folate pathway antagonists, β-lactam combination agents",9,21562,0.04,M4-009
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists",7,21562,0.03,M4-005
2017,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, β-lactam combination agents",7,21562,0.03,M3-022
2017,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",6,21562,0.03,M4-028
2017,Acinetobacter baumannii,"Aminoglycosides, Fluoroquinolones, β-lactam combination agents",4,21562,0.02,M3-012
2017,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, β-lactam combination agents",3,21562,0.01,M3-009
2017,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, Folate pathway antagonists",3,21562,0.01,M3-020
2017,Acinetobacter baumannii,"Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",2,21562,0.01,M3-033
2017,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones",1,21562,0.0,M3-002
2017,Acinetobacter baumannii,"Aminoglycosides, Folate pathway antagonists, β-lactam combination agents",1,21562,0.0,M3-014
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",10604,23465,45.19,M6-002
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",2670,23465,11.38,M5-003
2018,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",1266,23465,5.4,M4-023
2018,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",864,23465,3.68,M5-017
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, β-lactam combination agents",180,23465,0.77,M4-004
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",157,23465,0.67,M5-005
2018,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Folate pathway antagonists",134,23465,0.57,M3-007
2018,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, β-lactam combination agents",127,23465,0.54,M4-013
2018,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",107,23465,0.46,M4-025
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",96,23465,0.41,M5-001
2018,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, β-lactam combination agents",93,23465,0.4,M3-028
2018,Acinetobacter baumannii,"Carbapenems, Cephalosporins, β-lactam combination agents",73,23465,0.31,M3-019
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists",70,23465,0.3,M4-002
2018,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists",63,23465,0.27,M3-017
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",61,23465,0.26,M5-008
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Folate pathway antagonists, β-lactam combination agents",58,23465,0.25,M4-009
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, β-lactam combination agents",47,23465,0.2,M3-005
2018,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists",47,23465,0.2,M3-026
2018,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones",45,23465,0.19,M3-006
2018,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",45,23465,0.19,M4-011
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins",35,23465,0.15,M3-001
2018,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",34,23465,0.14,M5-012
2018,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",33,23465,0.14,M4-021
2018,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",22,23465,0.09,M4-015
2018,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",21,23465,0.09,M4-032
2018,Acinetobacter baumannii,"Carbapenems, Folate pathway antagonists, β-lactam combination agents",19,23465,0.08,M3-024
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones",16,23465,0.07,M4-001
2018,Acinetobacter baumannii,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists",14,23465,0.06,M3-010
2018,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones",12,23465,0.05,M3-016
2018,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, β-lactam combination agents",12,23465,0.05,M3-022
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, β-lactam combination agents",11,23465,0.05,M4-007
2018,Acinetobacter baumannii,"Cephalosporins, Folate pathway antagonists, β-lactam combination agents",11,23465,0.05,M3-030
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Folate pathway antagonists",10,23465,0.04,M3-003
2018,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, β-lactam combination agents",10,23465,0.04,M3-009
2018,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",10,23465,0.04,M4-028
2018,Acinetobacter baumannii,"Aminoglycosides, Folate pathway antagonists, β-lactam combination agents",6,23465,0.03,M3-014
2018,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, Folate pathway antagonists",6,23465,0.03,M3-020
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists",5,23465,0.02,M4-005
2018,Acinetobacter baumannii,"Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",4,23465,0.02,M3-033
2018,Acinetobacter baumannii,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",3,23465,0.01,M4-018
2018,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones",1,23465,0.0,M3-002
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",15025,32707,45.94,M6-002
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",3333,32707,10.19,M5-003
2019,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",1789,32707,5.47,M4-023
2019,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",1370,32707,4.19,M5-017
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, β-lactam combination agents",301,32707,0.92,M4-004
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",220,32707,0.67,M5-005
2019,Acinetobacter baumannii,"Carbapenems, Cephalosporins, β-lactam combination agents",203,32707,0.62,M3-019
2019,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",158,32707,0.48,M4-025
2019,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Folate pathway antagonists",150,32707,0.46,M3-007
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Folate pathway antagonists, β-lactam combination agents",135,32707,0.41,M4-009
2019,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists",131,32707,0.4,M3-017
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",99,32707,0.3,M5-001
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",78,32707,0.24,M5-008
2019,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, β-lactam combination agents",73,32707,0.22,M4-013
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists",71,32707,0.22,M4-002
2019,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists",62,32707,0.19,M3-026
2019,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, β-lactam combination agents",52,32707,0.16,M3-028
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins",51,32707,0.16,M3-001
2019,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones",46,32707,0.14,M3-006
2019,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",39,32707,0.12,M4-011
2019,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",39,32707,0.12,M4-021
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones",29,32707,0.09,M4-001
2019,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones",25,32707,0.08,M3-016
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, β-lactam combination agents",19,32707,0.06,M3-005
2019,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",18,32707,0.06,M4-015
2019,Acinetobacter baumannii,"Cephalosporins, Folate pathway antagonists, β-lactam combination agents",15,32707,0.05,M3-030
2019,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, β-lactam combination agents",14,32707,0.04,M3-009
2019,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, Folate pathway antagonists",14,32707,0.04,M3-020
2019,Acinetobacter baumannii,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",14,32707,0.04,M4-032
2019,Acinetobacter baumannii,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists",13,32707,0.04,M3-010
2019,Acinetobacter baumannii,"Carbapenems, Folate pathway antagonists, β-lactam combination agents",11,32707,0.03,M3-024
2019,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",10,32707,0.03,M5-012
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Folate pathway antagonists",9,32707,0.03,M3-003
2019,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, β-lactam combination agents",8,32707,0.02,M3-022
2019,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",7,32707,0.02,M4-028
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones",6,32707,0.02,M3-002
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists",5,32707,0.02,M4-005
2019,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, β-lactam combination agents",3,32707,0.01,M4-007
2019,Acinetobacter baumannii,"Aminoglycosides, Folate pathway antagonists, β-lactam combination agents",3,32707,0.01,M3-014
2019,Acinetobacter baumannii,"Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",3,32707,0.01,M3-033
2019,Acinetobacter baumannii,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",1,32707,0.0,M4-018
2019,Acinetobacter baumannii,"Aminoglycosides, Fluoroquinolones, β-lactam combination agents",1,32707,0.0,M3-012
2020,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",13569,28690,47.3,M6-002
2020,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",2927,28690,10.2,M5-003
2020,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",1487,28690,5.18,M5-017
2020,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",1417,28690,4.94,M4-023
2020,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, β-lactam combination agents",364,28690,1.27,M4-004
2020,Acinetobacter baumannii,"Carbapenems, Cephalosporins, β-lactam combination agents",193,28690,0.67,M3-019
2020,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",168,28690,0.59,M5-005
2020,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",162,28690,0.56,M4-025
2020,Acinetobacter baumannii,"Carbapenems, Cephalosporins, Folate pathway antagonists",116,28690,0.4,M3-017
2020,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists",96,28690,0.33,M4-002
2020,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",82,28690,0.29,M5-001
2020,Acinetobacter baumannii,"Aminoglycosides, Cephalosporins, Folate pathway antagonists",69,28690,0.24,M3-007
2020,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Folate pathway antagonists, β-lactam combination agents",64,28690,0.22,M4-009
2020,Acinetobacter baumannii,"Carbapenems, Fluoroquinolones, Folate pathway antagonists",55,28690,0.19,M3-020
2020,Acinetobacter baumannii,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",45,28690,0.16,M5-008
