x_year,organism_full,Resistant_Drug_Classes,Count,Total_Samples,Percentage,MDR_id
2015,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",21,13154,0.16,M5-015
2015,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",19,13154,0.14,M6-003
2015,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Penicillins, β-lactam combination agents",15,13154,0.11,M4-019
2015,Klebsiella pneumoniae,"Aminoglycosides, Penicillins, β-lactam combination agents",10,13154,0.08,M3-015
2015,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",9,13154,0.07,M5-018
2015,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",5,13154,0.04,M5-019
2015,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",5,13154,0.04,M4-026
2015,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",4,13154,0.03,M5-016
2015,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins",3,13154,0.02,M4-022
2015,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins",2,13154,0.02,M5-004
2015,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",2,13154,0.02,M6-004
2015,Klebsiella pneumoniae,"Aminoglycosides, Folate pathway antagonists, Penicillins, β-lactam combination agents",2,13154,0.02,M4-020
2015,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins",1,13154,0.01,M4-003
2015,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",1,13154,0.01,M5-006
2015,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Fluoroquinolones, Penicillins, β-lactam combination agents",1,13154,0.01,M5-009
2015,Klebsiella pneumoniae,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins",1,13154,0.01,M4-027
2015,Klebsiella pneumoniae,"Carbapenems, Fluoroquinolones, Penicillins",1,13154,0.01,M3-021
2015,Klebsiella pneumoniae,"Carbapenems, Penicillins, β-lactam combination agents",1,13154,0.01,M3-025
2016,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",1722,15389,11.19,M6-006
2016,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",1394,15389,9.06,M5-021
2016,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",529,15389,3.44,M4-031
2016,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",475,15389,3.09,M5-011
2016,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",467,15389,3.03,M7-001
2016,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",324,15389,2.11,M6-007
2016,Klebsiella pneumoniae,"Fluoroquinolones, Folate pathway antagonists, Penicillins",303,15389,1.97,M3-032
2016,Klebsiella pneumoniae,"Cephalosporins, Penicillins, β-lactam combination agents",194,15389,1.26,M3-031
2016,Klebsiella pneumoniae,"Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",192,15389,1.25,M4-034
2016,Klebsiella pneumoniae,"Cephalosporins, Folate pathway antagonists, Penicillins",190,15389,1.23,M3-029
2016,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Penicillins",172,15389,1.12,M3-027
2016,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",165,15389,1.07,M5-014
2016,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",158,15389,1.03,M5-013
2016,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins",140,15389,0.91,M4-014
2016,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",134,15389,0.87,M4-033
2016,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Penicillins",130,15389,0.84,M3-008
2016,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins",106,15389,0.69,M4-012
2016,Klebsiella pneumoniae,"Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",92,15389,0.6,M4-035
2016,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins",71,15389,0.46,M4-017
2016,Klebsiella pneumoniae,"Fluoroquinolones, Penicillins, β-lactam combination agents",64,15389,0.42,M3-039
2016,Klebsiella pneumoniae,"Folate pathway antagonists, Penicillins, β-lactam combination agents",64,15389,0.42,M3-041
2016,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Penicillins, β-lactam combination agents",59,15389,0.38,M4-016
2016,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",52,15389,0.34,M6-003
2016,Klebsiella pneumoniae,"Aminoglycosides, Folate pathway antagonists, Penicillins",49,15389,0.32,M3-013
2016,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",38,15389,0.25,M5-015
2016,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Penicillins",26,15389,0.17,M3-011
2016,Klebsiella pneumoniae,"Aminoglycosides, Penicillins, β-lactam combination agents",25,15389,0.16,M3-015
2016,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",24,15389,0.16,M5-018
2016,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",16,15389,0.1,M5-019
2016,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",14,15389,0.09,M4-026
2016,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",13,15389,0.08,M6-004
2016,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Penicillins, β-lactam combination agents",13,15389,0.08,M4-019
2016,Klebsiella pneumoniae,"Aminoglycosides, Folate pathway antagonists, Penicillins, β-lactam combination agents",12,15389,0.08,M4-020
2016,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",3,15389,0.02,M5-006
2016,Klebsiella pneumoniae,"Carbapenems, Penicillins, β-lactam combination agents",3,15389,0.02,M3-025
2016,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",2,15389,0.01,M6-001
2016,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins",2,15389,0.01,M5-002
2016,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",2,15389,0.01,M5-016
2016,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Fluoroquinolones, Penicillins, β-lactam combination agents",1,15389,0.01,M5-009
2016,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins",1,15389,0.01,M4-022
2016,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins",1,15389,0.01,M4-024
2016,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Penicillins",1,15389,0.01,M3-018
2016,Klebsiella pneumoniae,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",1,15389,0.01,M5-020
2016,Klebsiella pneumoniae,"Carbapenems, Fluoroquinolones, Penicillins, β-lactam combination agents",1,15389,0.01,M4-029
2017,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",2559,31103,8.23,M5-021
2017,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",2500,31103,8.04,M6-006
2017,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",1588,31103,5.11,M4-031
2017,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",1521,31103,4.89,M7-001
2017,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",1023,31103,3.29,M5-011
2017,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",829,31103,2.67,M6-007
2017,Klebsiella pneumoniae,"Fluoroquinolones, Folate pathway antagonists, Penicillins",555,31103,1.78,M3-032
2017,Klebsiella pneumoniae,"Cephalosporins, Folate pathway antagonists, Penicillins",524,31103,1.68,M3-029
2017,Klebsiella pneumoniae,"Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",448,31103,1.44,M4-034
2017,Klebsiella pneumoniae,"Cephalosporins, Penicillins, β-lactam combination agents",379,31103,1.22,M3-031
2017,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins",317,31103,1.02,M4-014
2017,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Penicillins",296,31103,0.95,M3-027
2017,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",284,31103,0.91,M4-033
2017,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",276,31103,0.89,M5-013
2017,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",239,31103,0.77,M5-014
2017,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Penicillins",208,31103,0.67,M3-008
2017,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",172,31103,0.55,M6-003
2017,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins",163,31103,0.52,M4-012
2017,Klebsiella pneumoniae,"Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",155,31103,0.5,M4-035
2017,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins",138,31103,0.44,M4-017
2017,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",130,31103,0.42,M5-018
2017,Klebsiella pneumoniae,"Folate pathway antagonists, Penicillins, β-lactam combination agents",119,31103,0.38,M3-041
2017,Klebsiella pneumoniae,"Fluoroquinolones, Penicillins, β-lactam combination agents",101,31103,0.32,M3-039
2017,Klebsiella pneumoniae,"Aminoglycosides, Folate pathway antagonists, Penicillins",87,31103,0.28,M3-013
2017,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Penicillins, β-lactam combination agents",73,31103,0.23,M4-016
2017,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",56,31103,0.18,M5-015
2017,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Penicillins",40,31103,0.13,M3-011
2017,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",28,31103,0.09,M4-026
2017,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",27,31103,0.09,M5-019
2017,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",25,31103,0.08,M6-004
2017,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Penicillins, β-lactam combination agents",18,31103,0.06,M4-019
2017,Klebsiella pneumoniae,"Aminoglycosides, Folate pathway antagonists, Penicillins, β-lactam combination agents",15,31103,0.05,M4-020
2017,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",12,31103,0.04,M5-006
2017,Klebsiella pneumoniae,"Aminoglycosides, Penicillins, β-lactam combination agents",11,31103,0.04,M3-015
2017,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",7,31103,0.02,M5-016
2017,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",6,31103,0.02,M6-001
2017,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins",3,31103,0.01,M4-024
2017,Klebsiella pneumoniae,"Carbapenems, Fluoroquinolones, Penicillins, β-lactam combination agents",2,31103,0.01,M4-029
2017,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins",1,31103,0.0,M5-002
2017,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins",1,31103,0.0,M5-004
2017,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins",1,31103,0.0,M4-003
2017,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",1,31103,0.0,M6-005
2017,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Penicillins",1,31103,0.0,M3-018
2017,Klebsiella pneumoniae,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins",1,31103,0.0,M4-027
2017,Klebsiella pneumoniae,"Carbapenems, Folate pathway antagonists, Penicillins",1,31103,0.0,M3-023
2017,Klebsiella pneumoniae,"Carbapenems, Penicillins, β-lactam combination agents",1,31103,0.0,M3-025
2018,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",2287,28937,7.9,M6-006
2018,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",2212,28937,7.64,M5-021
2018,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",1826,28937,6.31,M7-001
2018,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",951,28937,3.29,M6-007
2018,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",886,28937,3.06,M4-031
2018,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",734,28937,2.54,M5-011
2018,Klebsiella pneumoniae,"Cephalosporins, Folate pathway antagonists, Penicillins",551,28937,1.9,M3-029
2018,Klebsiella pneumoniae,"Fluoroquinolones, Folate pathway antagonists, Penicillins",451,28937,1.56,M3-032
2018,Klebsiella pneumoniae,"Cephalosporins, Penicillins, β-lactam combination agents",434,28937,1.5,M3-031
2018,Klebsiella pneumoniae,"Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",378,28937,1.31,M4-034
2018,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins",318,28937,1.1,M4-014
2018,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",302,28937,1.04,M5-014
2018,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",292,28937,1.01,M4-033
2018,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Penicillins",271,28937,0.94,M3-027
2018,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",243,28937,0.84,M5-013
2018,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",219,28937,0.76,M6-003
2018,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Penicillins",211,28937,0.73,M3-008
2018,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins",160,28937,0.55,M4-017
2018,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins",156,28937,0.54,M4-012
2018,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",135,28937,0.47,M5-018
2018,Klebsiella pneumoniae,"Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",128,28937,0.44,M4-035
2018,Klebsiella pneumoniae,"Fluoroquinolones, Penicillins, β-lactam combination agents",115,28937,0.4,M3-039
2018,Klebsiella pneumoniae,"Folate pathway antagonists, Penicillins, β-lactam combination agents",97,28937,0.34,M3-041
2018,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Penicillins, β-lactam combination agents",96,28937,0.33,M4-016
2018,Klebsiella pneumoniae,"Aminoglycosides, Folate pathway antagonists, Penicillins",89,28937,0.31,M3-013
2018,Klebsiella pneumoniae,"Aminoglycosides, Penicillins, β-lactam combination agents",51,28937,0.18,M3-015
2018,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",50,28937,0.17,M5-015
2018,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Penicillins",48,28937,0.17,M3-011
2018,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Penicillins, β-lactam combination agents",27,28937,0.09,M4-019
2018,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",27,28937,0.09,M4-026
2018,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",25,28937,0.09,M6-004
2018,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",18,28937,0.06,M5-019
2018,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",15,28937,0.05,M5-006
2018,Klebsiella pneumoniae,"Aminoglycosides, Folate pathway antagonists, Penicillins, β-lactam combination agents",14,28937,0.05,M4-020
2018,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",3,28937,0.01,M5-016
2018,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Penicillins",3,28937,0.01,M3-018
2018,Klebsiella pneumoniae,"Carbapenems, Penicillins, β-lactam combination agents",3,28937,0.01,M3-025
2018,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",2,28937,0.01,M6-001
2018,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",2,28937,0.01,M6-005
2018,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins",2,28937,0.01,M4-022
2018,Klebsiella pneumoniae,"Carbapenems, Fluoroquinolones, Penicillins, β-lactam combination agents",2,28937,0.01,M4-029
2018,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins",1,28937,0.0,M5-004
2018,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Fluoroquinolones, Penicillins, β-lactam combination agents",1,28937,0.0,M5-009
2018,Klebsiella pneumoniae,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",1,28937,0.0,M5-020
2019,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",2821,34334,8.22,M5-021
2019,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",2057,34334,5.99,M6-006
2019,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",1970,34334,5.74,M7-001
2019,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",1552,34334,4.52,M4-031
2019,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",1496,34334,4.36,M6-007
2019,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",883,34334,2.57,M5-011
2019,Klebsiella pneumoniae,"Cephalosporins, Folate pathway antagonists, Penicillins",778,34334,2.27,M3-029
2019,Klebsiella pneumoniae,"Fluoroquinolones, Folate pathway antagonists, Penicillins",514,34334,1.5,M3-032
2019,Klebsiella pneumoniae,"Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",500,34334,1.46,M4-034
2019,Klebsiella pneumoniae,"Cephalosporins, Penicillins, β-lactam combination agents",453,34334,1.32,M3-031
2019,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Penicillins",370,34334,1.08,M3-027
2019,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins",362,34334,1.05,M4-014
2019,Klebsiella pneumoniae,"Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",301,34334,0.88,M4-033
2019,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",281,34334,0.82,M5-014
2019,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",237,34334,0.69,M5-018
2019,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",218,34334,0.63,M5-013
2019,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Penicillins",213,34334,0.62,M3-008
2019,Klebsiella pneumoniae,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",201,34334,0.59,M6-003
2019,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins",143,34334,0.42,M4-012
2019,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins",130,34334,0.38,M4-017
2019,Klebsiella pneumoniae,"Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",129,34334,0.38,M4-035
2019,Klebsiella pneumoniae,"Folate pathway antagonists, Penicillins, β-lactam combination agents",110,34334,0.32,M3-041
2019,Klebsiella pneumoniae,"Aminoglycosides, Cephalosporins, Penicillins, β-lactam combination agents",79,34334,0.23,M4-016
2019,Klebsiella pneumoniae,"Fluoroquinolones, Penicillins, β-lactam combination agents",65,34334,0.19,M3-039
2019,Klebsiella pneumoniae,"Aminoglycosides, Folate pathway antagonists, Penicillins",61,34334,0.18,M3-013
2019,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",57,34334,0.17,M4-026
2019,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",49,34334,0.14,M5-015
2019,Klebsiella pneumoniae,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",46,34334,0.13,M5-019
2019,Klebsiella pneumoniae,"Aminoglycosides, Fluoroquinolones, Penicillins",41,34334,0.12,M3-011
