"organism_full","year","month","region","Resistant_Drug_Classes","pattern_count","total_rows_in_region_month","percentage","y_beta","month_numeric","sin_month","cos_month","season","season_id","region_id","year_month","time_id","mdr_id_numeric","future_year","fitted_mean","predicted_percent"
"Acinetobacter baumannii",2021,11,9,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",25,221,11.31,0.1131,11,-0.5,0.866025403784438,"winter",3,9,202111,83,3,NA,0.0709662368006466,7.09662368006466
"Acinetobacter baumannii",2021,11,9,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",21,221,9.5,0.095,11,-0.5,0.866025403784438,"winter",3,9,202111,83,4,NA,0.0657575518345689,6.57575518345689
"Acinetobacter baumannii",2021,11,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",15,221,6.79,0.0679,11,-0.5,0.866025403784438,"winter",3,9,202111,83,2,NA,0.137797936553702,13.7797936553702
"Acinetobacter baumannii",2021,11,9,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",4,221,1.81,0.0181,11,-0.5,0.866025403784438,"winter",3,9,202111,83,5,NA,0.0316029413910467,3.16029413910467
"Acinetobacter baumannii",2021,12,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",121,147,82.31,0.8231,12,-2.44929359829471e-16,1,"winter",3,1,202112,84,1,NA,0.668676273035546,66.8676273035546
"Acinetobacter baumannii",2021,12,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,147,4.76,0.0476,12,-2.44929359829471e-16,1,"winter",3,1,202112,84,2,NA,0.145320035419965,14.5320035419965
"Acinetobacter baumannii",2021,12,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",7,147,4.76,0.0476,12,-2.44929359829471e-16,1,"winter",3,1,202112,84,3,NA,0.0751586480277032,7.51586480277032
"Acinetobacter baumannii",2021,12,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,147,4.76,0.0476,12,-2.44929359829471e-16,1,"winter",3,1,202112,84,4,NA,0.0696649251821414,6.96649251821414
"Acinetobacter baumannii",2021,12,1,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",2,147,1.36,0.0136,12,-2.44929359829471e-16,1,"winter",3,1,202112,84,5,NA,0.033554213494104,3.3554213494104
"Acinetobacter baumannii",2021,12,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",35,45,77.78,0.7778,12,-2.44929359829471e-16,1,"winter",3,10,202112,84,1,NA,0.701927876606662,70.1927876606662
"Acinetobacter baumannii",2021,12,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,45,4.44,0.0444,12,-2.44929359829471e-16,1,"winter",3,10,202112,84,2,NA,0.165575393028963,16.5575393028963
"Acinetobacter baumannii",2021,12,10,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",2,45,4.44,0.0444,12,-2.44929359829471e-16,1,"winter",3,10,202112,84,5,NA,0.0389434758585201,3.89434758585201
"Acinetobacter baumannii",2021,12,10,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,45,2.22,0.0222,12,-2.44929359829471e-16,1,"winter",3,10,202112,84,4,NA,0.0803694241378451,8.03694241378451
"Acinetobacter baumannii",2021,12,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",96,136,70.59,0.7059,12,-2.44929359829471e-16,1,"winter",3,11,202112,84,1,NA,0.654041495759847,65.4041495759847
"Acinetobacter baumannii",2021,12,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",15,136,11.03,0.1103,12,-2.44929359829471e-16,1,"winter",3,11,202112,84,2,NA,0.137393003572677,13.7393003572677
"Acinetobacter baumannii",2021,12,11,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",8,136,5.88,0.0588,12,-2.44929359829471e-16,1,"winter",3,11,202112,84,3,NA,0.0707423068354964,7.07423068354964
"Acinetobacter baumannii",2021,12,11,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,136,5.15,0.0515,12,-2.44929359829471e-16,1,"winter",3,11,202112,84,4,NA,0.0655487193016425,6.55487193016425
"Acinetobacter baumannii",2021,12,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",95,190,50,0.5,12,-2.44929359829471e-16,1,"winter",3,12,202112,84,1,NA,0.64566127153562,64.566127153562
"Acinetobacter baumannii",2021,12,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",43,190,22.63,0.2263,12,-2.44929359829471e-16,1,"winter",3,12,202112,84,2,NA,0.13309000040866,13.309000040866
"Acinetobacter baumannii",2021,12,12,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",15,190,7.89,0.0789,12,-2.44929359829471e-16,1,"winter",3,12,202112,84,3,NA,0.0683607201007094,6.83607201007094
"Acinetobacter baumannii",2021,12,12,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",15,190,7.89,0.0789,12,-2.44929359829471e-16,1,"winter",3,12,202112,84,4,NA,0.0633313351228692,6.33313351228692
"Acinetobacter baumannii",2021,12,12,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",3,190,1.58,0.0158,12,-2.44929359829471e-16,1,"winter",3,12,202112,84,5,NA,0.0303954090371955,3.03954090371955
"Acinetobacter baumannii",2021,12,13,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",90,124,72.58,0.7258,12,-2.44929359829471e-16,1,"winter",3,13,202112,84,1,NA,0.678692973271825,67.8692973271825
"Acinetobacter baumannii",2021,12,13,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",20,124,16.13,0.1613,12,-2.44929359829471e-16,1,"winter",3,13,202112,84,2,NA,0.151070529550359,15.1070529550359
"Acinetobacter baumannii",2021,12,13,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,124,7.26,0.0726,12,-2.44929359829471e-16,1,"winter",3,13,202112,84,4,NA,0.0726768666640437,7.26768666640437
"Acinetobacter baumannii",2021,12,13,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",3,124,2.42,0.0242,12,-2.44929359829471e-16,1,"winter",3,13,202112,84,3,NA,0.0783879025702377,7.83879025702377
"Acinetobacter baumannii",2021,12,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",113,146,77.4,0.774,12,-2.44929359829471e-16,1,"winter",3,2,202112,84,1,NA,0.673288518226294,67.3288518226294
"Acinetobacter baumannii",2021,12,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",22,146,15.07,0.1507,12,-2.44929359829471e-16,1,"winter",3,2,202112,84,2,NA,0.147929687458269,14.7929687458269
"Acinetobacter baumannii",2021,12,2,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,146,2.74,0.0274,12,-2.44929359829471e-16,1,"winter",3,2,202112,84,4,NA,0.0710289660567026,7.10289660567026
"Acinetobacter baumannii",2021,12,2,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",3,146,2.05,0.0205,12,-2.44929359829471e-16,1,"winter",3,2,202112,84,3,NA,0.0766212220880216,7.66212220880216
"Acinetobacter baumannii",2021,12,2,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",2,146,1.37,0.0137,12,-2.44929359829471e-16,1,"winter",3,2,202112,84,5,NA,0.0342370535503119,3.42370535503119
"Acinetobacter baumannii",2021,12,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",3,4,75,0.75,12,-2.44929359829471e-16,1,"winter",3,3,202112,84,1,NA,0.663304420913133,66.3304420913133
"Acinetobacter baumannii",2021,12,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,4,25,0.25,12,-2.44929359829471e-16,1,"winter",3,3,202112,84,2,NA,0.142357161997407,14.2357161997407
"Acinetobacter baumannii",2021,12,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",69,87,79.31,0.7931,12,-2.44929359829471e-16,1,"winter",3,4,202112,84,1,NA,0.667285768413216,66.7285768413216
"Acinetobacter baumannii",2021,12,4,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",8,87,9.2,0.092,12,-2.44929359829471e-16,1,"winter",3,4,202112,84,3,NA,0.0747197029635601,7.47197029635601
"Acinetobacter baumannii",2021,12,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,87,8.05,0.0805,12,-2.44929359829471e-16,1,"winter",3,4,202112,84,2,NA,0.144535519866305,14.4535519866305
"Acinetobacter baumannii",2021,12,4,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,87,3.45,0.0345,12,-2.44929359829471e-16,1,"winter",3,4,202112,84,4,NA,0.0692556424140577,6.92556424140577
"Acinetobacter baumannii",2021,12,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",161,233,69.1,0.691,12,-2.44929359829471e-16,1,"winter",3,5,202112,84,1,NA,0.667907445222039,66.7907445222039
"Acinetobacter baumannii",2021,12,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",33,233,14.16,0.1416,12,-2.44929359829471e-16,1,"winter",3,5,202112,84,2,NA,0.144885110016371,14.4885110016371
"Acinetobacter baumannii",2021,12,5,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",25,233,10.73,0.1073,12,-2.44929359829471e-16,1,"winter",3,5,202112,84,3,NA,0.0749152431125341,7.4915243112534
"Acinetobacter baumannii",2021,12,5,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,233,2.58,0.0258,12,-2.44929359829471e-16,1,"winter",3,5,202112,84,4,NA,0.069436751339781,6.9436751339781
"Acinetobacter baumannii",2021,12,5,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",1,233,0.43,0.0043,12,-2.44929359829471e-16,1,"winter",3,5,202112,84,5,NA,0.0334404276084025,3.34404276084025
"Acinetobacter baumannii",2021,12,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",54,59,91.53,0.9153,12,-2.44929359829471e-16,1,"winter",3,6,202112,84,1,NA,0.66769936246153,66.769936246153
"Acinetobacter baumannii",2021,12,6,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,59,3.39,0.0339,12,-2.44929359829471e-16,1,"winter",3,6,202112,84,4,NA,0.0693797161068605,6.93797161068605
"Acinetobacter baumannii",2021,12,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",150,197,76.14,0.7614,12,-2.44929359829471e-16,1,"winter",3,7,202112,84,1,NA,0.665457661530329,66.5457661530329
"Acinetobacter baumannii",2021,12,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",31,197,15.74,0.1574,12,-2.44929359829471e-16,1,"winter",3,7,202112,84,2,NA,0.143524032309418,14.3524032309418
"Acinetobacter baumannii",2021,12,7,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",3,197,1.52,0.0152,12,-2.44929359829471e-16,1,"winter",3,7,202112,84,3,NA,0.0741533631431522,7.41533631431522
"Acinetobacter baumannii",2021,12,7,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",2,197,1.02,0.0102,12,-2.44929359829471e-16,1,"winter",3,7,202112,84,5,NA,0.0330858789099428,3.30858789099428
"Acinetobacter baumannii",2021,12,7,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,197,0.51,0.0051,12,-2.44929359829471e-16,1,"winter",3,7,202112,84,4,NA,0.0687279447509038,6.87279447509038
"Acinetobacter baumannii",2021,12,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",65,103,63.11,0.6311,12,-2.44929359829471e-16,1,"winter",3,8,202112,84,1,NA,0.664409845834991,66.4409845834991
"Acinetobacter baumannii",2021,12,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",22,103,21.36,0.2136,12,-2.44929359829471e-16,1,"winter",3,8,202112,84,2,NA,0.142953574687105,14.2953574687105
"Acinetobacter baumannii",2021,12,8,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,103,5.83,0.0583,12,-2.44929359829471e-16,1,"winter",3,8,202112,84,4,NA,0.0684313321263166,6.84313321263166
"Acinetobacter baumannii",2021,12,8,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",1,103,0.97,0.0097,12,-2.44929359829471e-16,1,"winter",3,8,202112,84,3,NA,0.0738350446915769,7.38350446915769
"Acinetobacter baumannii",2021,12,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",76,111,68.47,0.6847,12,-2.44929359829471e-16,1,"winter",3,9,202112,84,1,NA,0.653359181171198,65.3359181171197
"Acinetobacter baumannii",2021,12,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,111,6.31,0.0631,12,-2.44929359829471e-16,1,"winter",3,9,202112,84,2,NA,0.13703106408073,13.703106408073
"Acinetobacter baumannii",2021,12,9,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",4,111,3.6,0.036,12,-2.44929359829471e-16,1,"winter",3,9,202112,84,3,NA,0.0705407663131343,7.05407663131343
"Acinetobacter baumannii",2021,12,9,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,111,2.7,0.027,12,-2.44929359829471e-16,1,"winter",3,9,202112,84,4,NA,0.0653610442075844,6.53610442075844
"Acinetobacter baumannii",2022,1,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",116,190,61.05,0.6105,1,0.5,0.866025403784439,"winter",3,1,202201,85,1,NA,0.667736040756304,66.7736040756304
"Acinetobacter baumannii",2022,1,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",25,190,13.16,0.1316,1,0.5,0.866025403784439,"winter",3,1,202201,85,2,NA,0.144794411249704,14.4794411249704
"Acinetobacter baumannii",2022,1,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",17,190,8.95,0.0895,1,0.5,0.866025403784439,"winter",3,1,202201,85,4,NA,0.0693906326307206,6.93906326307206
"Acinetobacter baumannii",2022,1,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",10,190,5.26,0.0526,1,0.5,0.866025403784439,"winter",3,1,202201,85,3,NA,0.0748645109642735,7.48645109642735
"Acinetobacter baumannii",2022,1,1,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",4,190,2.11,0.0211,1,0.5,0.866025403784439,"winter",3,1,202201,85,5,NA,0.0334170126556172,3.34170126556172
"Acinetobacter baumannii",2022,1,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",42,56,75,0.75,1,0.5,0.866025403784439,"winter",3,10,202201,85,1,NA,0.701040236747207,70.1040236747207
"Acinetobacter baumannii",2022,1,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,56,7.14,0.0714,1,0.5,0.866025403784439,"winter",3,10,202201,85,2,NA,0.164990203029277,16.4990203029277
"Acinetobacter baumannii",2022,1,10,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,56,1.79,0.0179,1,0.5,0.866025403784439,"winter",3,10,202201,85,4,NA,0.0800563137812494,8.00563137812494
"Acinetobacter baumannii",2022,1,10,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",1,56,1.79,0.0179,1,0.5,0.866025403784439,"winter",3,10,202201,85,5,NA,0.038784954026995,3.8784954026995
"Acinetobacter baumannii",2022,1,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",144,205,70.24,0.7024,1,0.5,0.866025403784439,"winter",3,11,202201,85,1,NA,0.653081394395397,65.3081394395397
"Acinetobacter baumannii",2022,1,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",31,205,15.12,0.1512,1,0.5,0.866025403784439,"winter",3,11,202201,85,2,NA,0.136891356266262,13.6891356266262
"Acinetobacter baumannii",2022,1,11,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",6,205,2.93,0.0293,1,0.5,0.866025403784439,"winter",3,11,202201,85,3,NA,0.0704640654084929,7.04640654084929
"Acinetobacter baumannii",2022,1,11,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,205,2.44,0.0244,1,0.5,0.866025403784439,"winter",3,11,202201,85,4,NA,0.0652894286580079,6.52894286580079
"Acinetobacter baumannii",2022,1,11,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",1,205,0.49,0.0049,1,0.5,0.866025403784439,"winter",3,11,202201,85,5,NA,0.0313699837904996,3.13699837904996
"Acinetobacter baumannii",2022,1,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",37,125,29.6,0.296,1,0.5,0.866025403784439,"winter",3,12,202201,85,1,NA,0.644690579277078,64.4690579277078
"Acinetobacter baumannii",2022,1,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",22,125,17.6,0.176,1,0.5,0.866025403784439,"winter",3,12,202201,85,2,NA,0.132601633273842,13.2601633273842
"Acinetobacter baumannii",2022,1,12,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",11,125,8.8,0.088,1,0.5,0.866025403784439,"winter",3,12,202201,85,4,NA,0.063080212256481,6.3080212256481
"Acinetobacter baumannii",2022,1,12,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",5,125,4,0.04,1,0.5,0.866025403784439,"winter",3,12,202201,85,3,NA,0.0680911465125614,6.80911465125614
"Acinetobacter baumannii",2022,1,12,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",2,125,1.6,0.016,1,0.5,0.866025403784439,"winter",3,12,202201,85,5,NA,0.0302706784944114,3.02706784944114
"Acinetobacter baumannii",2022,1,13,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",62,100,62,0.62,1,0.5,0.866025403784439,"winter",3,13,202201,85,1,NA,0.677767681220071,67.7767681220071
"Acinetobacter baumannii",2022,1,13,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",13,100,13,0.13,1,0.5,0.866025403784439,"winter",3,13,202201,85,2,NA,0.15052750267787,15.052750267787
"Acinetobacter baumannii",2022,1,13,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",12,100,12,0.12,1,0.5,0.866025403784439,"winter",3,13,202201,85,3,NA,0.078082016160224,7.8082016160224
"Acinetobacter baumannii",2022,1,13,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,100,7,0.07,1,0.5,0.866025403784439,"winter",3,13,202201,85,4,NA,0.072391469986095,7.2391469986095
"Acinetobacter baumannii",2022,1,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",23,31,74.19,0.7419,1,0.5,0.866025403784439,"winter",3,2,202201,85,1,NA,0.672355138929635,67.2355138929635
"Acinetobacter baumannii",2022,1,2,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,31,12.9,0.129,1,0.5,0.866025403784439,"winter",3,2,202201,85,4,NA,0.0707495553255574,7.07495553255574
"Acinetobacter baumannii",2022,1,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,31,3.23,0.0323,1,0.5,0.866025403784439,"winter",3,2,202201,85,2,NA,0.147396001768004,14.7396001768004
"Acinetobacter baumannii",2022,1,2,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",1,31,3.23,0.0323,1,0.5,0.866025403784439,"winter",3,2,202201,85,3,NA,0.076321667889332,7.6321667889332
"Acinetobacter baumannii",2022,1,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",10,15,66.67,0.6667,1,0.5,0.866025403784439,"winter",3,3,202201,85,1,NA,0.662356885392854,66.2356885392854
"Acinetobacter baumannii",2022,1,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,15,13.33,0.1333,1,0.5,0.866025403784439,"winter",3,3,202201,85,2,NA,0.141840249421077,14.1840249421077
"Acinetobacter baumannii",2022,1,3,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",1,15,6.67,0.0667,1,0.5,0.866025403784439,"winter",3,3,202201,85,3,NA,0.073216219423191,7.3216219423191
"Acinetobacter baumannii",2022,1,3,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,15,6.67,0.0667,1,0.5,0.866025403784439,"winter",3,3,202201,85,4,NA,0.0678537653451952,6.78537653451952
"Acinetobacter baumannii",2022,1,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",149,185,80.54,0.8054,1,0.5,0.866025403784439,"winter",3,4,202201,85,1,NA,0.666343673600057,66.6343673600057
"Acinetobacter baumannii",2022,1,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",15,185,8.11,0.0811,1,0.5,0.866025403784439,"winter",3,4,202201,85,2,NA,0.144012074549593,14.4012074549593
"Acinetobacter baumannii",2022,1,4,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",13,185,7.03,0.0703,1,0.5,0.866025403784439,"winter",3,4,202201,85,3,NA,0.0744270282779175,7.44270282779175
"Acinetobacter baumannii",2022,1,4,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,185,3.24,0.0324,1,0.5,0.866025403784439,"winter",3,4,202201,85,4,NA,0.0689827314144461,6.89827314144461
