"organism_full","year","month","region","Resistant_Drug_Classes","pattern_count","total_rows_in_region_month","percentage","y_beta","month_numeric","sin_month","cos_month","season","season_id","region_id","year_month","time_id","mdr_id_numeric","future_year","fitted_mean","predicted_percent"
"Acinetobacter baumannii",2019,5,5,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",12,198,6.06,0.0606,5,0.5,-0.866025403784439,"summer",1,5,201905,53,3,NA,0.0751734722465992,7.51734722465992
"Acinetobacter baumannii",2019,5,5,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",11,198,5.56,0.0556,5,0.5,-0.866025403784439,"summer",1,5,201905,53,4,NA,0.0696780997146279,6.96780997146278
"Acinetobacter baumannii",2019,5,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",10,198,5.05,0.0505,5,0.5,-0.866025403784439,"summer",1,5,201905,53,2,NA,0.145345771138752,14.5345771138752
"Acinetobacter baumannii",2019,5,5,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",2,198,1.01,0.0101,5,0.5,-0.866025403784439,"summer",1,5,201905,53,5,NA,0.0335608750740154,3.35608750740154
"Acinetobacter baumannii",2019,5,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",118,178,66.29,0.6629,5,0.5,-0.866025403784439,"summer",1,6,201905,53,1,NA,0.668510832487318,66.8510832487318
"Acinetobacter baumannii",2019,5,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",23,178,12.92,0.1292,5,0.5,-0.866025403784439,"summer",1,6,201905,53,2,NA,0.145233773862496,14.5233773862496
"Acinetobacter baumannii",2019,5,6,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",12,178,6.74,0.0674,5,0.5,-0.866025403784439,"summer",1,6,201905,53,4,NA,0.0696210702340932,6.96210702340932
"Acinetobacter baumannii",2019,5,6,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",7,178,3.93,0.0393,5,0.5,-0.866025403784439,"summer",1,6,201905,53,3,NA,0.0751106529476093,7.51106529476093
"Acinetobacter baumannii",2019,5,6,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",1,178,0.56,0.0056,5,0.5,-0.866025403784439,"summer",1,6,201905,53,5,NA,0.0335317753929972,3.35317753929972
"Acinetobacter baumannii",2019,5,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",164,255,64.31,0.6431,5,0.5,-0.866025403784439,"summer",1,7,201905,53,1,NA,0.666272232632839,66.6272232632839
"Acinetobacter baumannii",2019,5,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",22,255,8.63,0.0863,5,0.5,-0.866025403784439,"summer",1,7,201905,53,2,NA,0.143980991595652,14.3980991595652
"Acinetobacter baumannii",2019,5,7,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",9,255,3.53,0.0353,5,0.5,-0.866025403784439,"summer",1,7,201905,53,3,NA,0.0744090907191364,7.44090907191364
"Acinetobacter baumannii",2019,5,7,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,255,3.53,0.0353,5,0.5,-0.866025403784439,"summer",1,7,201905,53,4,NA,0.0689669497466496,6.89669497466496
"Acinetobacter baumannii",2019,5,7,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",2,255,0.78,0.0078,5,0.5,-0.866025403784439,"summer",1,7,201905,53,5,NA,0.0332050530653367,3.32050530653367
"Acinetobacter baumannii",2019,5,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",114,158,72.15,0.7215,5,0.5,-0.866025403784439,"summer",1,8,201905,53,1,NA,0.665225302069947,66.5225302069947
"Acinetobacter baumannii",2019,5,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",16,158,10.13,0.1013,5,0.5,-0.866025403784439,"summer",1,8,201905,53,2,NA,0.143409684578852,14.3409684578852
"Acinetobacter baumannii",2019,5,8,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,158,5.7,0.057,5,0.5,-0.866025403784439,"summer",1,8,201905,53,4,NA,0.0686697801711954,6.86697801711954
"Acinetobacter baumannii",2019,5,8,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",8,158,5.06,0.0506,5,0.5,-0.866025403784439,"summer",1,8,201905,53,3,NA,0.0740901815122914,7.40901815122914
"Acinetobacter baumannii",2019,5,8,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",2,158,1.27,0.0127,5,0.5,-0.866025403784439,"summer",1,8,201905,53,5,NA,0.0330563708828293,3.30563708828293
"Acinetobacter baumannii",2019,5,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",224,339,66.08,0.6608,5,0.5,-0.866025403784439,"summer",1,9,201905,53,1,NA,0.654187600712797,65.4187600712797
"Acinetobacter baumannii",2019,5,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",35,339,10.32,0.1032,5,0.5,-0.866025403784439,"summer",1,9,201905,53,2,NA,0.13747103387242,13.747103387242
"Acinetobacter baumannii",2019,5,9,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",32,339,9.44,0.0944,5,0.5,-0.866025403784439,"summer",1,9,201905,53,3,NA,0.070785218125718,7.0785218125718
