column,nan_count,year,total_rows,nan_pct
IPM_NE,442123,2020,442123,100.0
CXA_NE,442123,2020,442123,100.0
AMK_NE,442123,2020,442123,100.0
TZP_NM,442123,2020,442123,100.0
TZP_NE,442123,2020,442123,100.0
SAM_NM,442123,2020,442123,100.0
SAM_NE,442123,2020,442123,100.0
CZO_NM,442123,2020,442123,100.0
CZO_NE,442123,2020,442123,100.0
AZM_NM,442123,2020,442123,100.0
CXM_NE,442123,2020,442123,100.0
CXA_NM,442123,2020,442123,100.0
AMC_NM,442123,2020,442123,100.0
LVX_NE,442123,2020,442123,100.0
AMC_NE,442123,2020,442123,100.0
CSL_NM,442123,2020,442123,100.0
CSL_NE,442123,2020,442123,100.0
OXA_NM,442123,2020,442123,100.0
OXA_NE,442123,2020,442123,100.0
FOX_NM,442123,2020,442123,100.0
FOX_NE,442123,2020,442123,100.0
NOR_NM,442123,2020,442123,100.0
NOR_NE,442123,2020,442123,100.0
GEH_NM,442123,2020,442123,100.0
AMK_NM,442123,2020,442123,100.0
LVX_NM,442123,2020,442123,100.0
ETP_NE,442123,2020,442123,100.0
VAN_NE,442123,2020,442123,100.0
ERY_NE,442123,2020,442123,100.0
IPM_NM,442123,2020,442123,100.0
MACRONAME,442123,2020,442123,100.0
MEM_NM,442123,2020,442123,100.0
MEM_NE,442123,2020,442123,100.0
NET_NM,442123,2020,442123,100.0
NET_NE,442123,2020,442123,100.0
PEN_NM,442123,2020,442123,100.0
PEN_NE,442123,2020,442123,100.0
VAN_NM,442123,2020,442123,100.0
AZM_NE,442123,2020,442123,100.0
FEP_NE,442123,2020,442123,100.0
SPT_ND100,442123,2020,442123,100.0
GEN_NM,442123,2020,442123,100.0
GEN_NE,442123,2020,442123,100.0
TCY_NM,442123,2020,442123,100.0
TCY_NE,442123,2020,442123,100.0
CXM_NM,442123,2020,442123,100.0
CFM_NE,442123,2020,442123,100.0
AMP_NM,442123,2020,442123,100.0
AMP_NE,442123,2020,442123,100.0
FEP_NM,442123,2020,442123,100.0
GEH_NE,442123,2020,442123,100.0
TEC_NM,442123,2020,442123,100.0
TEC_NE,442123,2020,442123,100.0
MEV_ND20,442123,2020,442123,100.0
AMB_NM,442123,2020,442123,100.0
VOR_ND1,442123,2020,442123,100.0
VOR_NM,442123,2020,442123,100.0
VIO_ND,442123,2020,442123,100.0
VIO_NM,442123,2020,442123,100.0
VAM_ND,442123,2020,442123,100.0
VAM_NM,442123,2020,442123,100.0
PRU_ND5,442123,2020,442123,100.0
PRU_NM,442123,2020,442123,100.0
