column,nan_count,year,total_rows,nan_pct
IPM_NE,341654,2022,341654,100.0
CXA_NE,341654,2022,341654,100.0
AMK_NE,341654,2022,341654,100.0
TZP_NM,341654,2022,341654,100.0
TZP_NE,341654,2022,341654,100.0
SAM_NM,341654,2022,341654,100.0
SAM_NE,341654,2022,341654,100.0
CZO_NM,341654,2022,341654,100.0
CZO_NE,341654,2022,341654,100.0
AZM_NM,341654,2022,341654,100.0
CXM_NE,341654,2022,341654,100.0
CXA_NM,341654,2022,341654,100.0
AMC_NM,341654,2022,341654,100.0
LVX_NE,341654,2022,341654,100.0
AMC_NE,341654,2022,341654,100.0
CSL_NM,341654,2022,341654,100.0
CSL_NE,341654,2022,341654,100.0
OXA_NM,341654,2022,341654,100.0
OXA_NE,341654,2022,341654,100.0
FOX_NM,341654,2022,341654,100.0
FOX_NE,341654,2022,341654,100.0
NOR_NM,341654,2022,341654,100.0
NOR_NE,341654,2022,341654,100.0
GEH_NM,341654,2022,341654,100.0
AMK_NM,341654,2022,341654,100.0
LVX_NM,341654,2022,341654,100.0
ETP_NE,341654,2022,341654,100.0
VAN_NE,341654,2022,341654,100.0
ERY_NE,341654,2022,341654,100.0
IPM_NM,341654,2022,341654,100.0
MACRONAME,341654,2022,341654,100.0
MEM_NM,341654,2022,341654,100.0
MEM_NE,341654,2022,341654,100.0
NET_NM,341654,2022,341654,100.0
NET_NE,341654,2022,341654,100.0
PEN_NM,341654,2022,341654,100.0
PEN_NE,341654,2022,341654,100.0
VAN_NM,341654,2022,341654,100.0
AZM_NE,341654,2022,341654,100.0
FEP_NE,341654,2022,341654,100.0
SPT_ND100,341654,2022,341654,100.0
GEN_NM,341654,2022,341654,100.0
GEN_NE,341654,2022,341654,100.0
TCY_NM,341654,2022,341654,100.0
TCY_NE,341654,2022,341654,100.0
CXM_NM,341654,2022,341654,100.0
CFM_NE,341654,2022,341654,100.0
AMP_NM,341654,2022,341654,100.0
AMP_NE,341654,2022,341654,100.0
FEP_NM,341654,2022,341654,100.0
GEH_NE,341654,2022,341654,100.0
TEC_NM,341654,2022,341654,100.0
TEC_NE,341654,2022,341654,100.0
MEV_ND20,341654,2022,341654,100.0
AMB_NM,341654,2022,341654,100.0
VOR_ND1,341654,2022,341654,100.0
VOR_NM,341654,2022,341654,100.0
VIO_ND,341654,2022,341654,100.0
VIO_NM,341654,2022,341654,100.0
VAM_ND,341654,2022,341654,100.0
VAM_NM,341654,2022,341654,100.0
PRU_ND5,341654,2022,341654,100.0
PRU_NM,341654,2022,341654,100.0
CPD_NM,341654,2022,341654,100.0
FDC_ND,341654,2022,341654,100.0
FOS_NM,341654,2022,341654,100.0
FDC_NM,341654,2022,341654,100.0
FDC_NE,341654,2022,341654,100.0
CCV_NE,341654,2022,341654,100.0
CZA_ND30,341654,2022,341654,100.0
CZA_NM,341654,2022,341654,100.0
CZT_NM,341654,2022,341654,100.0
IMR_ND10,341654,2022,341654,100.0
IMR_NM,341654,2022,341654,100.0
IMR_NE,341654,2022,341654,100.0
MEV_NM,341654,2022,341654,100.0
AMB_ND10,341654,2022,341654,100.0
AXS_NM,341654,2022,341654,100.0
AXS_ND,341654,2022,341654,100.0
AMX_NM,341654,2022,341654,100.0
FOS_NE,341654,2022,341654,100.0
NIT_NM,341654,2022,341654,100.0
NIT_NE,341654,2022,341654,100.0
SXT_NM,341654,2022,341654,100.0
SXT_NE,341654,2022,341654,100.0
DOR_NM,341654,2022,341654,100.0
DOR_NE,341654,2022,341654,100.0
MNO_ND30,341654,2022,341654,100.0
MNO_NM,341654,2022,341654,100.0
MNO_NE,341654,2022,341654,100.0
SPT_NM,341654,2022,341654,100.0
SPT_NE,341654,2022,341654,100.0
TGC_NM,341654,2022,341654,100.0
TGC_NE,341654,2022,341654,100.0
CFM_NM,341654,2022,341654,100.0
CTC_NM,341654,2022,341654,100.0
CCV_NM,341654,2022,341654,100.0
CEP_NM,341654,2022,341654,100.0
MFX_NM,341654,2022,341654,100.0
RIF_NM,341654,2022,341654,100.0
AMX_ND30,341654,2022,341654,100.0
ERY_NM,341654,2022,341654,100.0
MEV_NE,341654,2022,341654,100.0
ETP_NM,341654,2022,341654,100.0
CTX_NE,341654,2022,341654,100.0
BETA_LACT,341654,2022,341654,100.0
MRSA,341654,2022,341654,100.0
SEROTYPE,341654,2022,341654,100.0
X_REF_NO,341654,2022,341654,100.0
INSTITUT,341654,2022,341654,100.0
DAP_NE,341654,2022,341654,100.0
X_REFER,341654,2022,341654,100.0
