column,nan_count,year,total_rows,nan_pct
IPM_NE,439653,2018,439653,100.0
SAM_NM,439653,2018,439653,100.0
CZO_NM,439653,2018,439653,100.0
CZO_NE,439653,2018,439653,100.0
AZM_NM,439653,2018,439653,100.0
CXM_NE,439653,2018,439653,100.0
CXA_NM,439653,2018,439653,100.0
CXA_NE,439653,2018,439653,100.0
AMC_NM,439653,2018,439653,100.0
AMC_NE,439653,2018,439653,100.0
CSL_NM,439653,2018,439653,100.0
CSL_NE,439653,2018,439653,100.0
OXA_NM,439653,2018,439653,100.0
OXA_NE,439653,2018,439653,100.0
FOX_NM,439653,2018,439653,100.0
FOX_NE,439653,2018,439653,100.0
NOR_NM,439653,2018,439653,100.0
NOR_NE,439653,2018,439653,100.0
GEH_NM,439653,2018,439653,100.0
GEH_NE,439653,2018,439653,100.0
TEC_NM,439653,2018,439653,100.0
TEC_NE,439653,2018,439653,100.0
FOS_NM,439653,2018,439653,100.0
FOS_NE,439653,2018,439653,100.0
NIT_NM,439653,2018,439653,100.0
SAM_NE,439653,2018,439653,100.0
TZP_NE,439653,2018,439653,100.0
SXT_NM,439653,2018,439653,100.0
TZP_NM,439653,2018,439653,100.0
MEM_NE,439653,2018,439653,100.0
NET_NM,439653,2018,439653,100.0
NET_NE,439653,2018,439653,100.0
PEN_NM,439653,2018,439653,100.0
PEN_NE,439653,2018,439653,100.0
VAN_NM,439653,2018,439653,100.0
VAN_NE,439653,2018,439653,100.0
AZM_NE,439653,2018,439653,100.0
SPT_ND100,439653,2018,439653,100.0
GEN_NM,439653,2018,439653,100.0
GEN_NE,439653,2018,439653,100.0
TCY_NM,439653,2018,439653,100.0
TCY_NE,439653,2018,439653,100.0
CXM_NM,439653,2018,439653,100.0
CFM_NE,439653,2018,439653,100.0
AMP_NM,439653,2018,439653,100.0
AMP_NE,439653,2018,439653,100.0
FEP_NM,439653,2018,439653,100.0
FEP_NE,439653,2018,439653,100.0
LVX_NM,439653,2018,439653,100.0
LVX_NE,439653,2018,439653,100.0
AMK_NM,439653,2018,439653,100.0
AMK_NE,439653,2018,439653,100.0
NIT_NE,439653,2018,439653,100.0
SXT_NE,439653,2018,439653,100.0
MACRONAME,439653,2018,439653,100.0
AMB_NM,439653,2018,439653,100.0
VOR_NM,439653,2018,439653,100.0
VIO_ND,439653,2018,439653,100.0
VIO_NM,439653,2018,439653,100.0
VAM_ND,439653,2018,439653,100.0
VAM_NM,439653,2018,439653,100.0
PRU_ND5,439653,2018,439653,100.0
PRU_NM,439653,2018,439653,100.0
CPD_ND10,439653,2018,439653,100.0
CPD_NM,439653,2018,439653,100.0
MEV_ND20,439653,2018,439653,100.0
FDC_ND,439653,2018,439653,100.0
FDC_NM,439653,2018,439653,100.0
FDC_NE,439653,2018,439653,100.0
CZA_NE,439653,2018,439653,100.0
CCV_NE,439653,2018,439653,100.0
CZA_ND30,439653,2018,439653,100.0
CZA_NM,439653,2018,439653,100.0
CZT_ND30,439653,2018,439653,100.0
CZT_NM,439653,2018,439653,100.0
IMR_ND10,439653,2018,439653,100.0
IMR_NM,439653,2018,439653,100.0
IMR_NE,439653,2018,439653,100.0
MEV_NM,439653,2018,439653,100.0
VOR_ND1,439653,2018,439653,100.0
AMB_ND10,439653,2018,439653,100.0
DOR_NM,439653,2018,439653,100.0
AXS_NM,439653,2018,439653,100.0
DOR_NE,439653,2018,439653,100.0
MNO_ND30,439653,2018,439653,100.0
MNO_NM,439653,2018,439653,100.0
MNO_NE,439653,2018,439653,100.0
SPT_NM,439653,2018,439653,100.0
SPT_NE,439653,2018,439653,100.0
TGC_ND15,439653,2018,439653,100.0
TGC_NM,439653,2018,439653,100.0
TGC_NE,439653,2018,439653,100.0
CFM_NM,439653,2018,439653,100.0
CTC_ND30,439653,2018,439653,100.0
CTC_NM,439653,2018,439653,100.0
CCV_ND30,439653,2018,439653,100.0
CCV_NM,439653,2018,439653,100.0
CEP_ND30,439653,2018,439653,100.0
CEP_NM,439653,2018,439653,100.0
MFX_ND5,439653,2018,439653,100.0
MFX_NM,439653,2018,439653,100.0
RIF_ND5,439653,2018,439653,100.0
RIF_NM,439653,2018,439653,100.0
AMX_ND30,439653,2018,439653,100.0
AMX_NM,439653,2018,439653,100.0
AXS_ND,439653,2018,439653,100.0
MEM_NM,439653,2018,439653,100.0
MEV_NE,439653,2018,439653,100.0
IPM_NM,439653,2018,439653,100.0
CZX_NM,439653,2018,439653,100.0
CAZ_NM,439653,2018,439653,100.0
CTX_NE,439653,2018,439653,100.0
CTX_NM,439653,2018,439653,100.0
PROVINCE,439653,2018,439653,100.0
DISTRICT,439653,2018,439653,100.0
X_ADRESS,439653,2018,439653,100.0
OCCUPATION,439653,2018,439653,100.0
NATIONALTY,439653,2018,439653,100.0
X_REFER,439653,2018,439653,100.0
NOSOCOMIAL,439653,2018,439653,100.0
X_REF_NO,439653,2018,439653,100.0
BETA_LACT,439653,2018,439653,100.0
MRSA,439653,2018,439653,100.0
ERY_NE,439653,2018,439653,100.0
CZX_ND30,439653,2018,439653,100.0
CAZ_NE,439653,2018,439653,100.0
POL_ND300,439653,2018,439653,100.0
CZX_NE,439653,2018,439653,100.0
CRO_NM,439653,2018,439653,100.0
CLI_NE,439653,2018,439653,100.0
COL_NE,439653,2018,439653,100.0
CIP_NE,439653,2018,439653,100.0
DAP_NM,439653,2018,439653,100.0
CIP_NM,439653,2018,439653,100.0
DAP_NE,439653,2018,439653,100.0
ETP_NM,439653,2018,439653,100.0
ETP_NE,439653,2018,439653,100.0
CHL_NE,439653,2018,439653,100.0
ERY_NM,439653,2018,439653,100.0
CHL_NM,439653,2018,439653,100.0
CRO_NE,439653,2018,439653,100.0
CLI_NM,439653,2018,439653,100.0
SEROTYPE,439605,2018,439653,99.9891
STH_ND300,439589,2018,439653,99.9854
AZM_ND15,439448,2018,439653,99.9534
DAP_ND30,439294,2018,439653,99.9183
STR_ND10,439284,2018,439653,99.9161
NAL_ND30,438404,2018,439653,99.7159
CFM_ND5,438222,2018,439653,99.6745
CXA_ND30,437762,2018,439653,99.5699
X_HOS_CODE,437732,2018,439653,99.5631
FUS_ND10,437174,2018,439653,99.4361
COL_NM,436819,2018,439653,99.3554
PIP_ND100,432945,2018,439653,98.4743
DOR_ND10,432064,2018,439653,98.2739
OXA_ND1,431130,2018,439653,98.0614
TEC_ND30,430324,2018,439653,97.8781
NIT_ND300,429487,2018,439653,97.6877
OFX_ND5,413548,2018,439653,94.0624
CHL_ND30,411659,2018,439653,93.6327
ESBL,410983,2018,439653,93.4789
ETP_ND10,407575,2018,439653,92.7038
GEH_ND120,404518,2018,439653,92.0085
NET_ND30,394632,2018,439653,89.7599
SAM_ND10,392766,2018,439653,89.3355
TCY_ND30,385206,2018,439653,87.6159
CXM_ND30,380495,2018,439653,86.5444
FOS_ND200,373513,2018,439653,84.9563
FEP_ND30,370795,2018,439653,84.3381
PEN_ND10,363452,2018,439653,82.6679
CZO_ND30,363112,2018,439653,82.5906
NOR_ND10,361533,2018,439653,82.2314
VAN_ND30,358061,2018,439653,81.4417
CLI_ND2,355693,2018,439653,80.9031
ERY_ND15,347919,2018,439653,79.1349
FOX_ND30,308183,2018,439653,70.0969
LVX_ND5,287351,2018,439653,65.3586
CSL_ND30,275776,2018,439653,62.7258
AMC_ND20,262246,2018,439653,59.6484
AMP_ND10,251611,2018,439653,57.2295
CRO_ND30,251319,2018,439653,57.163
CTX_ND30,242904,2018,439653,55.249
IPM_ND10,225912,2018,439653,51.3842
TZP_ND100,216843,2018,439653,49.3214
INSTITUT,200054,2018,439653,45.5027
WARD_TYPE,199282,2018,439653,45.3271
MEM_ND10,187493,2018,439653,42.6457
AMK_ND30,173651,2018,439653,39.4973
CAZ_ND30,172588,2018,439653,39.2555
ORIGIN,155574,2018,439653,35.3856
CIP_ND5,152629,2018,439653,34.7158
SXT_ND1_2,146129,2018,439653,33.2373
GEN_ND10,139080,2018,439653,31.634
DEPARTMENT,124567,2018,439653,28.333
DATE_BIRTH,108102,2018,439653,24.588
COMMENT,86903,2018,439653,19.7663
SPEC_TYPE,67976,2018,439653,15.4613
X_SPEC_FUL,67946,2018,439653,15.4545
SPEC_CODE,67719,2018,439653,15.4028
COUNTRY_A,22764,2018,439653,5.1777
SEX,18268,2018,439653,4.1551
SPEC_NUM,15835,2018,439653,3.6017
WARD,8787,2018,439653,1.9986
ORG_TYPE,5842,2018,439653,1.3288
SPEC_DATE,4111,2018,439653,0.9351
PATIENT_ID,516,2018,439653,0.1174
X_ORG_FULL,11,2018,439653,0.0025
ORGANISM,0,2018,439653,0.0
REGION,0,2018,439653,0.0
LABORATORY,0,2018,439653,0.0
X_YEAR,0,2018,439653,0.0
X_HOS_NAME,0,2018,439653,0.0
AGE,0,2018,439653,0.0
ROW_IDX,0,2018,439653,0.0
