column,nan_count,year,total_rows,nan_pct
IPM_NE,439479,2017,439479,100.0
SAM_NM,439479,2017,439479,100.0
CZO_NM,439479,2017,439479,100.0
CZO_NE,439479,2017,439479,100.0
AZM_NM,439479,2017,439479,100.0
CXM_NE,439479,2017,439479,100.0
CXA_NM,439479,2017,439479,100.0
CXA_NE,439479,2017,439479,100.0
AMC_NM,439479,2017,439479,100.0
AMC_NE,439479,2017,439479,100.0
CSL_NM,439479,2017,439479,100.0
CSL_NE,439479,2017,439479,100.0
OXA_NM,439479,2017,439479,100.0
OXA_NE,439479,2017,439479,100.0
FOX_NM,439479,2017,439479,100.0
FOX_NE,439479,2017,439479,100.0
NOR_NM,439479,2017,439479,100.0
NOR_NE,439479,2017,439479,100.0
GEH_NM,439479,2017,439479,100.0
GEH_NE,439479,2017,439479,100.0
TEC_NM,439479,2017,439479,100.0
TEC_NE,439479,2017,439479,100.0
FOS_NM,439479,2017,439479,100.0
FOS_NE,439479,2017,439479,100.0
NIT_NM,439479,2017,439479,100.0
SAM_NE,439479,2017,439479,100.0
TZP_NE,439479,2017,439479,100.0
SXT_NM,439479,2017,439479,100.0
TZP_NM,439479,2017,439479,100.0
MEM_NE,439479,2017,439479,100.0
NET_NM,439479,2017,439479,100.0
NET_NE,439479,2017,439479,100.0
PEN_NM,439479,2017,439479,100.0
PEN_NE,439479,2017,439479,100.0
VAN_NM,439479,2017,439479,100.0
VAN_NE,439479,2017,439479,100.0
AZM_NE,439479,2017,439479,100.0
SPT_ND100,439479,2017,439479,100.0
GEN_NM,439479,2017,439479,100.0
GEN_NE,439479,2017,439479,100.0
TCY_NM,439479,2017,439479,100.0
TCY_NE,439479,2017,439479,100.0
CXM_NM,439479,2017,439479,100.0
CFM_NE,439479,2017,439479,100.0
AMP_NM,439479,2017,439479,100.0
AMP_NE,439479,2017,439479,100.0
FEP_NM,439479,2017,439479,100.0
FEP_NE,439479,2017,439479,100.0
LVX_NM,439479,2017,439479,100.0
LVX_NE,439479,2017,439479,100.0
AMK_NM,439479,2017,439479,100.0
AMK_NE,439479,2017,439479,100.0
NIT_NE,439479,2017,439479,100.0
SXT_NE,439479,2017,439479,100.0
MACRONAME,439479,2017,439479,100.0
AMB_NM,439479,2017,439479,100.0
VOR_NM,439479,2017,439479,100.0
VIO_ND,439479,2017,439479,100.0
VIO_NM,439479,2017,439479,100.0
VAM_ND,439479,2017,439479,100.0
VAM_NM,439479,2017,439479,100.0
PRU_ND5,439479,2017,439479,100.0
PRU_NM,439479,2017,439479,100.0
CPD_ND10,439479,2017,439479,100.0
CPD_NM,439479,2017,439479,100.0
MEV_ND20,439479,2017,439479,100.0
FDC_ND,439479,2017,439479,100.0
FDC_NM,439479,2017,439479,100.0
FDC_NE,439479,2017,439479,100.0
CZA_NE,439479,2017,439479,100.0
CCV_NE,439479,2017,439479,100.0
CZA_ND30,439479,2017,439479,100.0
CZA_NM,439479,2017,439479,100.0
CZT_ND30,439479,2017,439479,100.0
CZT_NM,439479,2017,439479,100.0
IMR_ND10,439479,2017,439479,100.0
IMR_NM,439479,2017,439479,100.0
IMR_NE,439479,2017,439479,100.0
MEV_NM,439479,2017,439479,100.0
VOR_ND1,439479,2017,439479,100.0
AMB_ND10,439479,2017,439479,100.0
DOR_NM,439479,2017,439479,100.0
AXS_NM,439479,2017,439479,100.0
DOR_NE,439479,2017,439479,100.0
MNO_ND30,439479,2017,439479,100.0
MNO_NM,439479,2017,439479,100.0
MNO_NE,439479,2017,439479,100.0
SPT_NM,439479,2017,439479,100.0
SPT_NE,439479,2017,439479,100.0
TGC_ND15,439479,2017,439479,100.0
TGC_NM,439479,2017,439479,100.0
TGC_NE,439479,2017,439479,100.0
CFM_NM,439479,2017,439479,100.0
CTC_ND30,439479,2017,439479,100.0
CTC_NM,439479,2017,439479,100.0
CCV_ND30,439479,2017,439479,100.0
CCV_NM,439479,2017,439479,100.0
CEP_ND30,439479,2017,439479,100.0
CEP_NM,439479,2017,439479,100.0
MFX_ND5,439479,2017,439479,100.0
MFX_NM,439479,2017,439479,100.0
RIF_ND5,439479,2017,439479,100.0
RIF_NM,439479,2017,439479,100.0
AMX_ND30,439479,2017,439479,100.0
AMX_NM,439479,2017,439479,100.0
AXS_ND,439479,2017,439479,100.0
MEM_NM,439479,2017,439479,100.0
MEV_NE,439479,2017,439479,100.0
IPM_NM,439479,2017,439479,100.0
NATIONALTY,439479,2017,439479,100.0
CTX_NE,439479,2017,439479,100.0
CTX_NM,439479,2017,439479,100.0
PROVINCE,439479,2017,439479,100.0
CFM_ND5,439479,2017,439479,100.0
DISTRICT,439479,2017,439479,100.0
X_ADRESS,439479,2017,439479,100.0
OCCUPATION,439479,2017,439479,100.0
X_REFER,439479,2017,439479,100.0
CAZ_NE,439479,2017,439479,100.0
NOSOCOMIAL,439479,2017,439479,100.0
X_REF_NO,439479,2017,439479,100.0
BETA_LACT,439479,2017,439479,100.0
