"Pathogen","MDR_Pattern","region_id","Year","Predicted_Percent","pct_change","label_text"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",12,"2025 Prediction",71.3803712662628,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",12,"2026 Prediction",65.3149702579218,-6.06540100834103,"-6.07%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",12,"2027 Prediction",60.9845701816976,-10.3958010845652,"-10.40%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",13,"2025 Prediction",74.770931548911,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",13,"2026 Prediction",67.4493452789558,-7.32158626995523,"-7.32%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",13,"2027 Prediction",62.3615875071222,-12.4093440417888,"-12.41%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",1,"2025 Prediction",24.8328965161231,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",1,"2026 Prediction",41.2088076665749,16.3759111504518,"+16.38%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",1,"2027 Prediction",48.167611286048,23.3347147699249,"+23.33%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",2,"2025 Prediction",26.5946423443258,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",2,"2026 Prediction",42.4266416110232,15.8319992666974,"+15.83%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",2,"2027 Prediction",48.9347659102257,22.3401235658999,"+22.34%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",3,"2025 Prediction",25.6263222316124,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",3,"2026 Prediction",41.7618724995591,16.1355502679467,"+16.14%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",3,"2027 Prediction",48.5165388301555,22.890216598543,"+22.89%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",4,"2025 Prediction",26.2951598011426,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",4,"2026 Prediction",42.2223917184774,15.9272319173348,"+15.93%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",4,"2027 Prediction",48.8064210541512,22.5112612530085,"+22.51%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",5,"2025 Prediction",26.6590411856665,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",5,"2026 Prediction",42.4705600876561,15.8115189019896,"+15.81%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",5,"2027 Prediction",48.9623655488939,22.3033243632273,"+22.30%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",6,"2025 Prediction",26.6137764084577,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",6,"2026 Prediction",42.4396781408109,15.8259017323532,"+15.83%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",6,"2027 Prediction",48.942957717344,22.3291813088863,"+22.33%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",7,"2025 Prediction",26.4871220038535,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",7,"2026 Prediction",42.3535749218904,15.8664529180369,"+15.87%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",7,"2027 Prediction",48.8888859724736,22.40176396862,"+22.40%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",8,"2025 Prediction",26.3199900340953,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",8,"2026 Prediction",42.2394410113091,15.9194509772138,"+15.92%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",8,"2027 Prediction",48.8171515171379,22.4971614830427,"+22.50%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",9,"2025 Prediction",25.2141681400615,0,"+0.00%"
