organism_full,year,month,region,Resistant_Drug_Classes,pattern_count,total_rows_in_region_month,percentage,y_beta,month_numeric,sin_month,cos_month,season,season_id,region_id,year_month,time_id,mdr_id_numeric
Acinetobacter baumannii,2015,2,5.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",20,99,20.2,0.20199999999999999,2.0,0.8660254037844386,0.5000000000000001,winter,3,5,201502,2,2
Acinetobacter baumannii,2015,2,5.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",5,99,5.05,0.050499999999999996,2.0,0.8660254037844386,0.5000000000000001,winter,3,5,201502,2,3
Acinetobacter baumannii,2015,2,5.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,99,5.05,0.050499999999999996,2.0,0.8660254037844386,0.5000000000000001,winter,3,5,201502,2,4
Acinetobacter baumannii,2015,2,6.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",60,72,83.33,0.8332999999999999,2.0,0.8660254037844386,0.5000000000000001,winter,3,6,201502,2,1
Acinetobacter baumannii,2015,2,6.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,72,6.94,0.0694,2.0,0.8660254037844386,0.5000000000000001,winter,3,6,201502,2,4
Acinetobacter baumannii,2015,2,6.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",3,72,4.17,0.0417,2.0,0.8660254037844386,0.5000000000000001,winter,3,6,201502,2,3
Acinetobacter baumannii,2015,2,6.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,72,2.78,0.0278,2.0,0.8660254037844386,0.5000000000000001,winter,3,6,201502,2,2
Acinetobacter baumannii,2015,2,7.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",86,115,74.78,0.7478,2.0,0.8660254037844386,0.5000000000000001,winter,3,7,201502,2,1
Acinetobacter baumannii,2015,2,7.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",21,115,18.26,0.1826,2.0,0.8660254037844386,0.5000000000000001,winter,3,7,201502,2,2
Acinetobacter baumannii,2015,2,7.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",3,115,2.61,0.026099999999999998,2.0,0.8660254037844386,0.5000000000000001,winter,3,7,201502,2,3
Acinetobacter baumannii,2015,2,7.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,115,0.87,0.0087,2.0,0.8660254037844386,0.5000000000000001,winter,3,7,201502,2,4
Acinetobacter baumannii,2015,2,8.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",9,11,81.82,0.8181999999999999,2.0,0.8660254037844386,0.5000000000000001,winter,3,8,201502,2,1
Acinetobacter baumannii,2015,2,8.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,11,18.18,0.1818,2.0,0.8660254037844386,0.5000000000000001,winter,3,8,201502,2,2
Acinetobacter baumannii,2015,2,9.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",47,68,69.12,0.6912,2.0,0.8660254037844386,0.5000000000000001,winter,3,9,201502,2,1
Acinetobacter baumannii,2015,2,9.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",21,68,30.88,0.30879999999999996,2.0,0.8660254037844386,0.5000000000000001,winter,3,9,201502,2,2
Acinetobacter baumannii,2015,3,1.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",35,63,55.56,0.5556,3.0,1.0,6.123233995736766e-17,summer,1,1,201503,3,1
Acinetobacter baumannii,2015,3,1.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",21,63,33.33,0.3333,3.0,1.0,6.123233995736766e-17,summer,1,1,201503,3,2
Acinetobacter baumannii,2015,3,1.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,63,4.76,0.047599999999999996,3.0,1.0,6.123233995736766e-17,summer,1,1,201503,3,4
Acinetobacter baumannii,2015,3,1.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",1,63,1.59,0.0159,3.0,1.0,6.123233995736766e-17,summer,1,1,201503,3,3
Acinetobacter baumannii,2015,3,11.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",16,24,66.67,0.6667000000000001,3.0,1.0,6.123233995736766e-17,summer,1,11,201503,3,1
Acinetobacter baumannii,2015,3,11.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,24,8.33,0.0833,3.0,1.0,6.123233995736766e-17,summer,1,11,201503,3,2
Acinetobacter baumannii,2015,3,11.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",2,24,8.33,0.0833,3.0,1.0,6.123233995736766e-17,summer,1,11,201503,3,3
