"Pathogen","Resistant_Drug_Classes","N_Months","Actual_Mean_Pct","Predicted_Mean_Pct","MAE","WAPE","Overall_DIC","Overall_WAIC"
"Escherichia coli","AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",1443,10.6488842688843,10.5339082508269,3.30533797481412,0.310392891062984,45677.09,45769.21
"Escherichia coli","AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, Β-LACTAM COMBINATION AGENTS",1446,8.3498132780083,8.03659675120697,3.05235970110564,0.36556023463961,45677.09,45769.21
"Escherichia coli","AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",1424,6.85536516853933,6.70273269716418,2.55063388613748,0.372063897900414,45677.09,45769.21
"Escherichia coli","CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",1472,13.7669769021739,13.5195544790338,4.03469288619234,0.293070360679928,45677.09,45769.21
"Escherichia coli","FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",1462,9.49124487004104,9.07989867154005,3.22639469890256,0.339933775082193,45677.09,45769.21
