Source_Folder,Source_File,Bacteria_Name,Target_Drug,Model,RMSE,WAPE,Best_Model_By_WAPE
By_specimen,s_aureus_ot.csv,S Aureus Ot,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",XGBoost,0.0,0.0,ARIMA
All Data,enterococcus_faecium.csv,Enterococcus Faecium,"MACROLIDES, PENICILLINS, TETRACYCLINES",SARIMA,0.0,0.0,SARIMA
All Data,enterococcus_faecium.csv,Enterococcus Faecium,"MACROLIDES, PENICILLINS, TETRACYCLINES",ARIMA,0.0,0.0,SARIMA
All Data,enterococcus_faecium.csv,Enterococcus Faecium,"MACROLIDES, PENICILLINS, TETRACYCLINES",TES,0.1114,1.4613,SARIMA
All Data,enterococcus_faecium.csv,Enterococcus Faecium,"MACROLIDES, PENICILLINS, TETRACYCLINES",SES,0.0,0.0,SARIMA
All Data,enterococcus_faecium.csv,Enterococcus Faecium,"MACROLIDES, PENICILLINS, TETRACYCLINES",XGBoost,0.001,0.0078,SARIMA
By ward type,e_faecalis_icu.csv,E Faecalis Icu,"FLUOROQUINOLONES, MACROLIDES, PHENICOLS, TETRACYCLINES",SARIMA,100.0,100.0,ARIMA
By ward type,e_faecalis_icu.csv,E Faecalis Icu,"FLUOROQUINOLONES, MACROLIDES, PHENICOLS, TETRACYCLINES",ARIMA,0.0,0.0,ARIMA
By ward type,e_faecalis_icu.csv,E Faecalis Icu,"FLUOROQUINOLONES, MACROLIDES, PHENICOLS, TETRACYCLINES",TES,0.0,0.0,ARIMA
By ward type,e_faecalis_icu.csv,E Faecalis Icu,"FLUOROQUINOLONES, MACROLIDES, PHENICOLS, TETRACYCLINES",SES,0.0,0.0,ARIMA
By ward type,e_faecalis_icu.csv,E Faecalis Icu,"FLUOROQUINOLONES, MACROLIDES, PHENICOLS, TETRACYCLINES",XGBoost,0.0,0.0,ARIMA
By ward type,e_faecalis_in.csv,E Faecalis In,"FLUOROQUINOLONES, PHENICOLS, TETRACYCLINES",SARIMA,0.0,0.0,SARIMA
By ward type,e_faecalis_in.csv,E Faecalis In,"FLUOROQUINOLONES, PHENICOLS, TETRACYCLINES",ARIMA,0.0,0.0,SARIMA
By ward type,e_faecalis_in.csv,E Faecalis In,"FLUOROQUINOLONES, PHENICOLS, TETRACYCLINES",TES,0.0,0.0,SARIMA
By ward type,e_faecalis_in.csv,E Faecalis In,"FLUOROQUINOLONES, PHENICOLS, TETRACYCLINES",SES,0.0,0.0,SARIMA
By ward type,e_faecalis_in.csv,E Faecalis In,"FLUOROQUINOLONES, PHENICOLS, TETRACYCLINES",XGBoost,0.0011,0.0026,SARIMA
By ward type,e_faecalis_out.csv,E Faecalis Out,"FLUOROQUINOLONES, MACROLIDES, TETRACYCLINES",SARIMA,100.0,100.0,ARIMA
By ward type,e_faecalis_out.csv,E Faecalis Out,"FLUOROQUINOLONES, MACROLIDES, TETRACYCLINES",ARIMA,0.0,0.0,ARIMA
By ward type,e_faecalis_out.csv,E Faecalis Out,"FLUOROQUINOLONES, MACROLIDES, TETRACYCLINES",TES,0.0,0.0,ARIMA
By ward type,e_faecalis_out.csv,E Faecalis Out,"FLUOROQUINOLONES, MACROLIDES, TETRACYCLINES",SES,0.0,0.0,ARIMA
By ward type,e_faecalis_out.csv,E Faecalis Out,"FLUOROQUINOLONES, MACROLIDES, TETRACYCLINES",XGBoost,0.0,0.0,ARIMA
By ward type,e_faecalis_out.csv,E Faecalis Out,"MACROLIDES, PHENICOLS, TETRACYCLINES",SARIMA,100.0,100.0,ARIMA
By ward type,e_faecalis_out.csv,E Faecalis Out,"MACROLIDES, PHENICOLS, TETRACYCLINES",ARIMA,0.0,0.0,ARIMA
By ward type,e_faecalis_out.csv,E Faecalis Out,"MACROLIDES, PHENICOLS, TETRACYCLINES",TES,0.0,0.0,ARIMA
By ward type,e_faecalis_out.csv,E Faecalis Out,"MACROLIDES, PHENICOLS, TETRACYCLINES",SES,0.0,0.0,ARIMA
By ward type,e_faecalis_out.csv,E Faecalis Out,"MACROLIDES, PHENICOLS, TETRACYCLINES",XGBoost,0.0,0.0,ARIMA
By ward type,e_faecium_icu.csv,E Faecium Icu,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",SARIMA,100.0,100.0,ARIMA
By ward type,e_faecium_icu.csv,E Faecium Icu,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",ARIMA,0.0,0.0,ARIMA
By ward type,e_faecium_icu.csv,E Faecium Icu,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",TES,0.0,0.0,ARIMA
By ward type,e_faecium_icu.csv,E Faecium Icu,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",SES,0.0,0.0,ARIMA
By ward type,e_faecium_icu.csv,E Faecium Icu,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",XGBoost,0.0,0.0,ARIMA
By ward type,e_faecium_icu.csv,E Faecium Icu,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS, TETRACYCLINES",SARIMA,100.0,100.0,ARIMA
By ward type,e_faecium_icu.csv,E Faecium Icu,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS, TETRACYCLINES",ARIMA,0.0,0.0,ARIMA
By ward type,e_faecium_icu.csv,E Faecium Icu,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS, TETRACYCLINES",TES,0.0,0.0,ARIMA
By ward type,e_faecium_icu.csv,E Faecium Icu,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS, TETRACYCLINES",SES,0.0,0.0,ARIMA
By ward type,e_faecium_icu.csv,E Faecium Icu,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS, TETRACYCLINES",XGBoost,0.0,0.0,ARIMA
By ward type,e_faecium_in.csv,E Faecium In,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS",SARIMA,50.0,100.0,ARIMA
By ward type,e_faecium_in.csv,E Faecium In,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS",ARIMA,0.0,0.0,ARIMA
By ward type,e_faecium_in.csv,E Faecium In,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS",TES,0.0,0.0,ARIMA
By ward type,e_faecium_in.csv,E Faecium In,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS",SES,0.0,0.0,ARIMA
By ward type,e_faecium_in.csv,E Faecium In,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS",XGBoost,0.0,0.0,ARIMA
By_specimen,e_faecalis_ps.csv,E Faecalis Ps,"FLUOROQUINOLONES, MACROLIDES, PHENICOLS, TETRACYCLINES",SARIMA,0.0,0.0,SARIMA
By_specimen,e_faecalis_ps.csv,E Faecalis Ps,"FLUOROQUINOLONES, MACROLIDES, PHENICOLS, TETRACYCLINES",ARIMA,0.0,0.0,SARIMA
By_specimen,e_faecalis_ps.csv,E Faecalis Ps,"FLUOROQUINOLONES, MACROLIDES, PHENICOLS, TETRACYCLINES",TES,0.0,0.0,SARIMA
By_specimen,e_faecalis_ps.csv,E Faecalis Ps,"FLUOROQUINOLONES, MACROLIDES, PHENICOLS, TETRACYCLINES",SES,0.0,0.0,SARIMA
By_specimen,e_faecalis_ps.csv,E Faecalis Ps,"FLUOROQUINOLONES, MACROLIDES, PHENICOLS, TETRACYCLINES",XGBoost,0.0042,0.0071,SARIMA
By_specimen,e_faecium_bl.csv,E Faecium Bl,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",SARIMA,100.0,100.0,ARIMA
By_specimen,e_faecium_bl.csv,E Faecium Bl,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",ARIMA,0.0,0.0,ARIMA
By_specimen,e_faecium_bl.csv,E Faecium Bl,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",TES,0.0,0.0,ARIMA
By_specimen,e_faecium_bl.csv,E Faecium Bl,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",SES,0.0,0.0,ARIMA
By_specimen,e_faecium_bl.csv,E Faecium Bl,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",XGBoost,0.0,0.0,ARIMA
By_specimen,e_faecium_ps.csv,E Faecium Ps,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",SARIMA,100.0,100.0,ARIMA
By_specimen,e_faecium_ps.csv,E Faecium Ps,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",ARIMA,0.0,0.0,ARIMA
By_specimen,e_faecium_ps.csv,E Faecium Ps,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",TES,0.0,0.0,ARIMA
By_specimen,e_faecium_ps.csv,E Faecium Ps,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",SES,0.0,0.0,ARIMA
By_specimen,e_faecium_ps.csv,E Faecium Ps,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",XGBoost,0.0,0.0,ARIMA
By_specimen,e_faecium_ur.csv,E Faecium Ur,"MACROLIDES, PENICILLINS, TETRACYCLINES",SARIMA,0.0,0.0,SARIMA
By_specimen,e_faecium_ur.csv,E Faecium Ur,"MACROLIDES, PENICILLINS, TETRACYCLINES",ARIMA,0.0,0.0,SARIMA
By_specimen,e_faecium_ur.csv,E Faecium Ur,"MACROLIDES, PENICILLINS, TETRACYCLINES",TES,0.5013,6.5766,SARIMA
By_specimen,e_faecium_ur.csv,E Faecium Ur,"MACROLIDES, PENICILLINS, TETRACYCLINES",SES,0.0,0.0,SARIMA
By_specimen,e_faecium_ur.csv,E Faecium Ur,"MACROLIDES, PENICILLINS, TETRACYCLINES",XGBoost,0.0042,0.0354,SARIMA
All Data,enterococcus_faecium.csv,Enterococcus Faecium,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",SARIMA,0.0,0.0,SARIMA
All Data,enterococcus_faecium.csv,Enterococcus Faecium,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",ARIMA,0.0,0.0,SARIMA
All Data,enterococcus_faecium.csv,Enterococcus Faecium,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",TES,2.1864,3.9155,SARIMA
All Data,enterococcus_faecium.csv,Enterococcus Faecium,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",SES,0.0,0.0,SARIMA
All Data,enterococcus_faecium.csv,Enterococcus Faecium,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",XGBoost,0.0233,0.0273,SARIMA
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SARIMA,2.2775,23.3041,ARIMA
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",ARIMA,1.9234,21.2702,ARIMA
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",TES,6.0368,70.0931,ARIMA
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SES,2.2837,23.3727,ARIMA
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",XGBoost,2.2075,21.705,ARIMA
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SARIMA,2.6514,16.8292,TES
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",ARIMA,3.7894,24.7689,TES
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",TES,2.8344,16.8217,TES
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SES,3.0778,18.7075,TES
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",XGBoost,3.296,19.8198,TES
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SARIMA,7.3464,23.0919,XGBoost
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",ARIMA,7.4443,23.4109,XGBoost
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",TES,10.2829,31.7961,XGBoost
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SES,7.1099,22.4393,XGBoost
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",XGBoost,7.0098,21.2342,XGBoost
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SARIMA,3.7305,70.799,XGBoost
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",ARIMA,2.4573,53.6099,XGBoost
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",TES,3.0468,67.2216,XGBoost
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SES,2.9413,65.1568,XGBoost
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",XGBoost,2.5626,50.864,XGBoost
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SARIMA,6.4252,25.34,TES
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",ARIMA,6.9469,27.7539,TES
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",TES,4.8565,17.5161,TES
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SES,6.4423,25.1122,TES
By ward type,k_pneumoniae_icu.csv,K Pneumoniae Icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",XGBoost,6.433,25.3787,TES
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SARIMA,4.3918,15.5524,SARIMA
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",ARIMA,4.7412,18.0821,SARIMA
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",TES,5.3025,20.5626,SARIMA
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SES,4.3928,15.5565,SARIMA
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",XGBoost,5.0022,21.2031,SARIMA
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SARIMA,1.5543,15.8485,SARIMA
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",ARIMA,1.561,16.0312,SARIMA
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",TES,3.0257,33.7925,SARIMA
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SES,1.5586,16.0157,SARIMA
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",XGBoost,1.5381,15.8943,SARIMA
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SARIMA,6.0888,29.0414,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",ARIMA,6.0668,28.9107,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",TES,4.0669,18.634,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SES,6.0445,28.7786,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",XGBoost,3.5953,17.3264,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SARIMA,2.2562,33.2309,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",ARIMA,2.6266,42.142,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",TES,2.4531,39.1089,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SES,2.4797,39.6608,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",XGBoost,1.6202,21.1898,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SARIMA,5.0558,35.2054,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",ARIMA,5.2139,36.3994,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",TES,4.8586,33.7433,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SES,5.8227,40.9873,XGBoost
By ward type,k_pneumoniae_in.csv,K Pneumoniae In,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",XGBoost,2.4282,14.5708,XGBoost
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SARIMA,1.5684,17.3328,XGBoost
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",ARIMA,2.3706,27.7922,XGBoost
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",TES,4.1566,50.2102,XGBoost
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SES,1.5696,17.3457,XGBoost
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",XGBoost,1.5538,16.6375,XGBoost
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SARIMA,3.219,18.9677,SES
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",ARIMA,3.7378,23.6535,SES
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",TES,3.4512,21.705,SES
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SES,3.1053,18.0614,SES
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",XGBoost,3.472,21.3966,SES
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SARIMA,7.5028,100.0,XGBoost
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",ARIMA,2.0797,22.5293,XGBoost
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",TES,2.1829,24.4704,XGBoost
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SES,3.5414,42.8954,XGBoost
By ward type,k_pneumoniae_out.csv,K Pneumoniae Out,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",XGBoost,1.8985,20.2935,XGBoost
