organism_full,year,month,spec_type,Resistant_Drug_Classes,pattern_count,total_rows_in_spec_month,percentage
Escherichia coli,2017,4,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",105,963,10.9
Escherichia coli,2017,4,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",100,963,10.38
Escherichia coli,2017,4,ur,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",99,963,10.28
Escherichia coli,2017,4,ur,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",46,963,4.78
Escherichia coli,2017,5,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",106,963,11.01
Escherichia coli,2017,5,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",98,963,10.18
Escherichia coli,2017,5,ur,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",98,963,10.18
Escherichia coli,2017,5,ur,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",89,963,9.24
Escherichia coli,2017,5,ur,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",43,963,4.47
Escherichia coli,2017,6,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",140,1069,13.1
Escherichia coli,2017,6,ur,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",131,1069,12.25
Escherichia coli,2017,6,ur,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",124,1069,11.6
Escherichia coli,2017,6,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",82,1069,7.67
Escherichia coli,2017,6,ur,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",50,1069,4.68
Escherichia coli,2017,7,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",133,1058,12.57
Escherichia coli,2017,7,ur,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",119,1058,11.25
Escherichia coli,2017,7,ur,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",103,1058,9.74
Escherichia coli,2017,7,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",96,1058,9.07
Escherichia coli,2017,7,ur,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",60,1058,5.67
Escherichia coli,2017,8,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",152,1074,14.15
Escherichia coli,2017,8,ur,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",127,1074,11.82
Escherichia coli,2017,8,ur,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",117,1074,10.89
Escherichia coli,2017,8,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",83,1074,7.73
Escherichia coli,2017,8,ur,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",51,1074,4.75
Escherichia coli,2017,9,ur,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",135,1040,12.98
Escherichia coli,2017,9,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",122,1040,11.73
Escherichia coli,2017,9,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",101,1040,9.71
Escherichia coli,2017,9,ur,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",95,1040,9.13
Escherichia coli,2017,9,ur,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",73,1040,7.02
Escherichia coli,2017,10,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",137,1057,12.96
Escherichia coli,2017,10,ur,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",118,1057,11.16
Escherichia coli,2017,10,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",111,1057,10.5
Escherichia coli,2017,10,ur,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",86,1057,8.14
Escherichia coli,2017,10,ur,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",75,1057,7.1
Escherichia coli,2017,11,ur,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",112,939,11.93
Escherichia coli,2017,11,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",110,939,11.71
Escherichia coli,2017,11,ur,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",87,939,9.27
Escherichia coli,2017,11,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",75,939,7.99
Escherichia coli,2017,11,ur,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",57,939,6.07
