organism_full,year,month,region,Resistant_Drug_Classes,pattern_count,total_rows_in_region_month,percentage
Staphylococcus aureus,2020,1,9.0,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,1,100.0
Staphylococcus aureus,2020,7,9.0,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,2,50.0
Staphylococcus aureus,2020,8,9.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,3,66.67
Staphylococcus aureus,2020,9,9.0,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2020,10,9.0,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2020,11,9.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2021,3,9.0,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,3,66.67
Staphylococcus aureus,2021,3,9.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,3,33.33
Staphylococcus aureus,2021,4,9.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2023,7,9.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,2,100.0
Staphylococcus aureus,2024,1,9.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2024,1,9.0,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2024,3,9.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,1,100.0
