organism_full,year,month,region,Resistant_Drug_Classes,pattern_count,total_rows_in_region_month,percentage
Staphylococcus aureus,2020,1,8.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,3,33.33
Staphylococcus aureus,2020,2,8.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,6,16.67
Staphylococcus aureus,2020,3,8.0,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,3,66.67
Staphylococcus aureus,2020,3,8.0,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,3,33.33
Staphylococcus aureus,2020,4,8.0,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2020,5,8.0,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2020,7,8.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2020,8,8.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,3,66.67
Staphylococcus aureus,2021,1,8.0,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,6,33.33
Staphylococcus aureus,2021,1,8.0,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,6,16.67
Staphylococcus aureus,2021,1,8.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,6,16.67
Staphylococcus aureus,2021,3,8.0,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2021,4,8.0,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,4,50.0
Staphylococcus aureus,2021,4,8.0,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,4,25.0
