region,organism,year,date,n_tested,n_resistant,drug,percent_R
13,Acinetobacter baumannii,2017,2017/11,103,57,Meropenem,55.34
13,Acinetobacter baumannii,2017,2017/12,91,58,Meropenem,63.74
13,Acinetobacter baumannii,2018,2018/01,78,63,Meropenem,80.77
13,Acinetobacter baumannii,2018,2018/02,45,30,Meropenem,66.67
13,Acinetobacter baumannii,2018,2018/03,59,40,Meropenem,67.8
13,Acinetobacter baumannii,2018,2018/04,63,47,Meropenem,74.6
13,Acinetobacter baumannii,2018,2018/05,76,54,Meropenem,71.05
13,Acinetobacter baumannii,2018,2018/06,76,55,Meropenem,72.37
13,Acinetobacter baumannii,2018,2018/07,63,42,Meropenem,66.67
13,Acinetobacter baumannii,2018,2018/08,68,41,Meropenem,60.29
13,Acinetobacter baumannii,2018,2018/09,73,44,Meropenem,60.27
13,Acinetobacter baumannii,2018,2018/10,77,51,Meropenem,66.23
13,Acinetobacter baumannii,2018,2018/11,62,40,Meropenem,64.52
13,Acinetobacter baumannii,2018,2018/12,40,31,Meropenem,77.5
13,Acinetobacter baumannii,2019,2019/01,72,51,Meropenem,70.83
13,Acinetobacter baumannii,2019,2019/02,74,60,Meropenem,81.08
13,Acinetobacter baumannii,2019,2019/03,71,45,Meropenem,63.38
13,Acinetobacter baumannii,2019,2019/04,58,35,Meropenem,60.34
13,Acinetobacter baumannii,2019,2019/05,78,48,Meropenem,61.54
13,Acinetobacter baumannii,2019,2019/06,70,39,Meropenem,55.71
13,Acinetobacter baumannii,2019,2019/07,62,41,Meropenem,66.13
13,Acinetobacter baumannii,2019,2019/08,53,35,Meropenem,66.04
13,Acinetobacter baumannii,2019,2019/09,69,47,Meropenem,68.12
13,Acinetobacter baumannii,2019,2019/10,75,50,Meropenem,66.67
13,Acinetobacter baumannii,2019,2019/11,57,37,Meropenem,64.91
13,Acinetobacter baumannii,2019,2019/12,65,47,Meropenem,72.31
13,Acinetobacter baumannii,2020,2020/01,172,139,Meropenem,80.81
13,Acinetobacter baumannii,2020,2020/02,115,87,Meropenem,75.65
13,Acinetobacter baumannii,2020,2020/03,128,81,Meropenem,63.28
13,Acinetobacter baumannii,2020,2020/04,127,89,Meropenem,70.08
13,Acinetobacter baumannii,2020,2020/05,161,104,Meropenem,64.6
13,Acinetobacter baumannii,2020,2020/06,101,70,Meropenem,69.31
13,Acinetobacter baumannii,2020,2020/07,108,74,Meropenem,68.52
13,Acinetobacter baumannii,2020,2020/08,146,98,Meropenem,67.12
13,Acinetobacter baumannii,2020,2020/09,121,78,Meropenem,64.46
13,Acinetobacter baumannii,2020,2020/10,132,80,Meropenem,60.61
13,Acinetobacter baumannii,2020,2020/11,134,88,Meropenem,65.67
13,Acinetobacter baumannii,2020,2020/12,114,76,Meropenem,66.67
13,Acinetobacter baumannii,2021,2021/01,124,94,Meropenem,75.81
13,Acinetobacter baumannii,2021,2021/02,119,95,Meropenem,79.83
13,Acinetobacter baumannii,2021,2021/03,112,81,Meropenem,72.32
13,Acinetobacter baumannii,2021,2021/04,105,72,Meropenem,68.57
13,Acinetobacter baumannii,2021,2021/05,159,109,Meropenem,68.55
13,Acinetobacter baumannii,2021,2021/06,156,110,Meropenem,70.51
13,Acinetobacter baumannii,2021,2021/07,184,140,Meropenem,76.09
13,Acinetobacter baumannii,2021,2021/08,183,142,Meropenem,77.6
13,Acinetobacter baumannii,2021,2021/09,162,121,Meropenem,74.69
13,Acinetobacter baumannii,2021,2021/10,175,122,Meropenem,69.71
13,Acinetobacter baumannii,2021,2021/11,175,118,Meropenem,67.43
13,Acinetobacter baumannii,2021,2021/12,157,123,Meropenem,78.34
13,Acinetobacter baumannii,2022,2022/01,124,106,Meropenem,85.48
13,Acinetobacter baumannii,2022,2022/02,114,77,Meropenem,67.54
13,Acinetobacter baumannii,2022,2022/03,113,90,Meropenem,79.65
13,Acinetobacter baumannii,2022,2022/04,116,82,Meropenem,70.69
13,Acinetobacter baumannii,2022,2022/05,129,89,Meropenem,68.99
13,Acinetobacter baumannii,2022,2022/06,134,97,Meropenem,72.39
13,Acinetobacter baumannii,2022,2022/07,160,121,Meropenem,75.62
13,Acinetobacter baumannii,2022,2022/08,157,101,Meropenem,64.33
13,Acinetobacter baumannii,2022,2022/09,145,98,Meropenem,67.59
13,Acinetobacter baumannii,2022,2022/10,141,98,Meropenem,69.5
13,Acinetobacter baumannii,2022,2022/11,80,56,Meropenem,70.0
13,Acinetobacter baumannii,2022,2022/12,62,40,Meropenem,64.52
13,Acinetobacter baumannii,2023,2023/01,295,253,Meropenem,85.76
13,Acinetobacter baumannii,2023,2023/02,225,179,Meropenem,79.56
13,Acinetobacter baumannii,2023,2023/03,261,199,Meropenem,76.25
13,Acinetobacter baumannii,2023,2023/04,242,169,Meropenem,69.83
13,Acinetobacter baumannii,2023,2023/05,315,244,Meropenem,77.46
13,Acinetobacter baumannii,2023,2023/06,293,221,Meropenem,75.43
13,Acinetobacter baumannii,2023,2023/07,245,184,Meropenem,75.1
13,Acinetobacter baumannii,2023,2023/08,253,183,Meropenem,72.33
13,Acinetobacter baumannii,2023,2023/09,253,191,Meropenem,75.49
13,Acinetobacter baumannii,2023,2023/10,268,192,Meropenem,71.64
13,Acinetobacter baumannii,2023,2023/11,229,182,Meropenem,79.48
13,Acinetobacter baumannii,2023,2023/12,216,164,Meropenem,75.93
13,Acinetobacter baumannii,2024,2024/01,252,209,Meropenem,82.94
13,Acinetobacter baumannii,2024,2024/02,197,151,Meropenem,76.65
13,Acinetobacter baumannii,2024,2024/03,208,158,Meropenem,75.96
13,Acinetobacter baumannii,2024,2024/04,232,170,Meropenem,73.28
13,Acinetobacter baumannii,2024,2024/05,225,167,Meropenem,74.22
13,Acinetobacter baumannii,2024,2024/06,207,148,Meropenem,71.5
13,Acinetobacter baumannii,2024,2024/07,215,161,Meropenem,74.88
13,Acinetobacter baumannii,2024,2024/08,230,171,Meropenem,74.35
13,Acinetobacter baumannii,2024,2024/09,238,174,Meropenem,73.11
13,Acinetobacter baumannii,2024,2024/10,203,153,Meropenem,75.37
13,Acinetobacter baumannii,2024,2024/11,169,124,Meropenem,73.37
13,Acinetobacter baumannii,2024,2024/12,170,114,Meropenem,67.06
