organism_full,year,month,spec_type,Resistant_Drug_Classes,pattern_count,total_rows_in_spec_month,percentage
Staphylococcus aureus,2021,11,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,12,16.67
Staphylococcus aureus,2021,11,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,12,8.33
Staphylococcus aureus,2021,11,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,12,8.33
Staphylococcus aureus,2021,11,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,12,8.33
Staphylococcus aureus,2021,12,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,12,25.0
Staphylococcus aureus,2021,12,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,12,16.67
Staphylococcus aureus,2022,1,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,3,33.33
Staphylococcus aureus,2022,1,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,3,33.33
Staphylococcus aureus,2022,4,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,2,50.0
Staphylococcus aureus,2022,4,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,2,50.0
Staphylococcus aureus,2022,5,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,2,50.0
Staphylococcus aureus,2022,5,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,2,50.0
Staphylococcus aureus,2022,6,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,2,100.0
Staphylococcus aureus,2022,7,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2022,8,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,4,50.0
