organism_full,year,month,spec_type,Resistant_Drug_Classes,pattern_count,total_rows_in_spec_month,percentage
Escherichia coli,2016,12,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",2,43,4.65
Escherichia coli,2017,1,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",18,115,15.65
Escherichia coli,2017,1,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",17,115,14.78
Escherichia coli,2017,1,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",12,115,10.43
Escherichia coli,2017,1,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",10,115,8.7
Escherichia coli,2017,1,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",3,115,2.61
Escherichia coli,2017,2,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",12,86,13.95
Escherichia coli,2017,2,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",10,86,11.63
Escherichia coli,2017,2,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",9,86,10.47
Escherichia coli,2017,2,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",8,86,9.3
Escherichia coli,2017,2,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",7,86,8.14
Escherichia coli,2017,3,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",17,110,15.45
Escherichia coli,2017,3,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",11,110,10.0
Escherichia coli,2017,3,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",10,110,9.09
Escherichia coli,2017,3,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",7,110,6.36
Escherichia coli,2017,3,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",4,110,3.64
Escherichia coli,2017,4,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",13,94,13.83
Escherichia coli,2017,4,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",12,94,12.77
Escherichia coli,2017,4,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",8,94,8.51
Escherichia coli,2017,4,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",6,94,6.38
Escherichia coli,2017,4,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",5,94,5.32
Escherichia coli,2017,5,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",14,105,13.33
Escherichia coli,2017,5,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",9,105,8.57
Escherichia coli,2017,5,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",9,105,8.57
Escherichia coli,2017,5,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",6,105,5.71
Escherichia coli,2017,5,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",6,105,5.71
Escherichia coli,2017,6,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",12,101,11.88
Escherichia coli,2017,6,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",9,101,8.91
Escherichia coli,2017,6,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",9,101,8.91
Escherichia coli,2017,6,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",9,101,8.91
Escherichia coli,2017,6,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",5,101,4.95
Escherichia coli,2017,7,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",15,98,15.31
Escherichia coli,2017,7,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",11,98,11.22
Escherichia coli,2017,7,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",6,98,6.12
Escherichia coli,2017,7,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",5,98,5.1
Escherichia coli,2017,7,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",3,98,3.06
Escherichia coli,2017,8,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",14,78,17.95
Escherichia coli,2017,8,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",7,78,8.97
Escherichia coli,2017,8,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",5,78,6.41
Escherichia coli,2017,8,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",4,78,5.13
Escherichia coli,2017,8,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",4,78,5.13
Escherichia coli,2017,9,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",12,93,12.9
Escherichia coli,2017,9,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",10,93,10.75
Escherichia coli,2017,9,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",10,93,10.75
Escherichia coli,2017,9,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",8,93,8.6
Escherichia coli,2017,9,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",7,93,7.53
Escherichia coli,2017,10,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",16,91,17.58
Escherichia coli,2017,10,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",10,91,10.99
Escherichia coli,2017,10,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",9,91,9.89
Escherichia coli,2017,10,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",7,91,7.69
Escherichia coli,2017,10,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",2,91,2.2
Escherichia coli,2017,11,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",8,63,12.7
Escherichia coli,2017,11,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",5,63,7.94
Escherichia coli,2017,11,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",4,63,6.35
Escherichia coli,2017,11,ps,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",4,63,6.35
Escherichia coli,2017,11,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",3,63,4.76
Escherichia coli,2017,12,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",8,80,10.0
Escherichia coli,2017,12,ps,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",8,80,10.0
