organism_full,year,month,ward_type,Resistant_Drug_Classes,pattern_count,total_rows_in_ward_month,percentage
Staphylococcus aureus,2020,7,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,35,8.57
Staphylococcus aureus,2020,7,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",1,35,2.86
Staphylococcus aureus,2020,8,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",7,34,20.59
Staphylococcus aureus,2020,8,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",4,34,11.76
Staphylococcus aureus,2020,8,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,34,8.82
Staphylococcus aureus,2020,8,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,34,5.88
Staphylococcus aureus,2020,8,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",1,34,2.94
Staphylococcus aureus,2020,9,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",5,24,20.83
Staphylococcus aureus,2020,9,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,24,8.33
Staphylococcus aureus,2020,9,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,24,8.33
Staphylococcus aureus,2020,9,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",1,24,4.17
Staphylococcus aureus,2020,10,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",6,31,19.35
Staphylococcus aureus,2020,10,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",6,31,19.35
Staphylococcus aureus,2020,10,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",4,31,12.9
Staphylococcus aureus,2020,10,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,31,6.45
